Job_position,Company,Location,Salary,requirements,rating,experience,posting_frequency
Investment Research Analyst,SmartOwner Services India,"Bengaluru, Karnataka",na,"SmartOwner is looking for an Equity Research Analyst who can reviews stocks, bonds, and other financial instruments and give equity investment options for the…",0.0,na,1.0
Data Analyst,AppZen,"Pune, Maharashtra",na,Our patented software is the only autonomous spend software to understand financial transactions and enable automatic decisions based on finance policies.,0.0,na,1.0
"Business Analyst, FX",Calypso,"Mumbai, Maharashtra",na,Customer Success contributes to our efforts to enhance and transform the Calypso customer experience via a client-centric approach (building and maintaining…,0.0,na,2.0
Application Support Analyst & Enrollment Specialist,eMDs,"Ghaziabad, Uttar Pradesh",na,"The integral role of this position is to provide troubleshooting, configuration, and support to eMDs employees and their clients on all application suites used…",0.0,na,1.0
Business Analyst,Malabar Group,"Calicut, Kerala",na,Professional with good understanding in Data and Business Analytics.Preparation of periodic reports for the Management.Data Processing in Python or R.,4.3,na,1.0
Business Analyst - Data Strategy & Operations,Salesforce,"Hyderabad, Telangana",na,2-4 years data analyst and/or business analyst experience.This person will also be the go-to person for all data quality questions and concerns from our…,4.3,na,3089.0
Associate Programmer Analyst - C++,BOEING,"Bengaluru, Karnataka",na,The Product Systems build team provides comprehensive software solutions to rapidly access and visually transform complex engineering and manufacturing product…,4.0,na,654.0
Business Systems Analyst 2,Epsilon India,"Bengaluru, Karnataka",na,"Epsilon is seeking a BSA 2, responsible for leading client engagements and business and solution/functional requirements to deliver industry leading content…",3.8,na,1.0
HRIS Analyst,Gensler,"Bengaluru, Karnataka",na,"Responsible for all aspects of Workday, including Core HR, Benefits, Onboarding, Absence Management and Talent Management.",3.6,na,1.0
Business Analyst II,Altruista Health,"Hyderabad, Telangana",na,"The Business Analyst role plays an important part in our company’s product development process.Our ideal candidate will be responsible for eliciting, analyzing…",2.8,na,1.0
Senior Business Analyst- Payments domain only,CGI Inc,"Mumbai, Maharashtra",na,"Should have minimum 5 years’ experience in payments project on Business Analysis.Should have good exposure to different payment standards like NEFT, RTGS and…",3.6,na,1.0
Senior Analyst - Credit Risk,Société Générale,"Bengaluru, Karnataka",na,"Monitoring, Producing, Certification of Credit VAR and other Counterparty Risk metrics majorly for Trading books & reports & monitoring of counterparty limits…",3.9,na,1.0
Senior Financial Analyst,Novartis,"Hyderabad, Telangana",na,To provide expert advice to superiors on BPA as well as insightful and value-added analysis and decision support to management team.,4.1,na,37.0
Research Analyst at Internet Firm,College Search,"Gurgaon, Haryana",na,"(Day Shift) | Freshers Welcome.Excellent written and oral Communication Skills.Knowledge of MS Office (Word, Excel, PowerPoint).",0.0,na,1.0
Requirement Analyst/Website Project Manager,Salt Web Technologies Pvt Ltd,"Pune, Maharashtra","4,00,000 - 5,00,000 a year","The analyst may also consult with colleagues in quality control to verify performance.Communication skills – collecting and transmitting information,…",0.0,na,17.0
Research Analyst,BTB Venture,"Pune, Maharashtra","8,000 - 13,000 a month",Excellent business comprehensive skills to understand industries and traits.Pre-sales and Business development experience (good to have but not mandatory).,0.0,Bachelor's,25.0
Business Analyst cum eCommerce Manager,Matrid Technologies,"Mohali, Punjab","1,00,000 - 2,50,000 a year",We are looking for fresher candidates who wish to make a career in international marketing and client handling.Responsible for all e-commerce activities.,3.8,na,40.0
"Senior Business Systems Analyst - Hyderabad, TG",UnitedHealth Group,"Hyderabad, Telangana",na,"Partner with business, Architects, engineers and SDETs to produce quality code efficiently and cost effectively.Experience in all phases of SDLC.",3.7,na,889.0
Business Analyst,9ine,"Pune, Maharashtra","3,00,000 a year",9ine are a UK (London) based management consultancy supporting schools around the world with technology-related risk and compliance solutions.,0.0,na,41.0
"Senior Capability Analyst - Hyderabad, TG",UnitedHealth Group,"Hyderabad, Telangana",na,"Managing Roadmaps with Teams (Aha and Rally).Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all…",3.7,na,889.0
GRC Analyst,Infosys Limited,"Bengaluru, Karnataka",na,"Educational Requirements Bachelor of Engineering.A day in the life of an Infoscion • As part of the Infosys consulting team, your primary role would be to…",3.9,na,482.0
Business Analyst,XenonStack,"Mohali, Punjab","7,50,000 a year","We are looking for a Business analyst to understand business requirements, perform detailed requirements analysis, documenting processes, and performing some…",0.0,na,27.0
Associate Risk Analyst I,Uber,"Hyderabad, Telangana",na,What the Candidate Will Need / Bonus Points.What the Candidate Will Do -.This hands-on analytics role will be responsible for monitoring Uber’s Risk platform…,3.7,na,1587.0
Problem Management Analyst,NCR,"Hyderabad, Telangana",na,"NCR Corporation (NYSE: NCR) is a leading software- and services-led enterprise provider in the financial, retail and hospitality industries.",3.6,na,1.0
Lead Business Analyst,CONNECTING 2 WORK,"Kochi, Kerala","12,357 - 49,367 a month","Manage and mentor business analyst team.Requirements Gathering and Analysis: Through usage of techniques such as process modelling, use cases, obtain, capture,…",0.0,na,1.0
Senior Product Analyst,NCR,"Puducherry, Puducherry",na,"NCR Corporation (NYSE: NCR) is a leading software- and services-led enterprise provider in the financial, retail and hospitality industries.",3.6,na,1.0
Business Analyst: ADM,IBM,"Bengaluru, Karnataka",na,Are you looking for a career that will allow you to use your unique blend of business acumen and tech savvy?Business Analysts at IBM are subject matter experts…,3.9,na,1.0
Senior Business Analyst - TSO,GEP,"Airoli, Navi Mumbai, Maharashtra",na,"Business analyst co-ownsthe responsibilityof customersatisfactionwiththe.GEP is a diverse, creative team of people passionate about procurement.",4.0,na,1.0
Security Analyst,Precise Testing Solution,"Noida, Uttar Pradesh",na,"Expertise and experience of conducting vulnerability assessments as per standards such as OWASP Top 10, SANS Top 25 and WASC, NIST.",0.0,na,1.0
Market Research Executive/Analyst,Pasfar Technologies,"Bengaluru, Karnataka",na,"Generating high quality leads for the organization using different marketing channels.Participate actively in web research using LinkedIn Sales Navigator,…",0.0,na,1.0
Sr Analyst - Corporate action,Société Générale,"Bengaluru, Karnataka",na,The main responsibility is to be able to deliver 100% quality production by way of completion of activities and tasks related to processing of trade life cycle…,3.9,na,1.0
Sr. SOC Analyst,Harman International,"Bengaluru, Karnataka",na,"Provide technical and functional support to L1 Team with analytical feedback.Responsible for incident investigation, evidence collection, diagnosis, recovery…",3.9,na,1.0
Sr. Analyst Core Network Services,Bechtel,"New Delhi, Delhi",na,"Along with teammates, the Network analyst /Engineers acts as third or fourth level technical support providing specialized assistance and planning guidance to…",4.1,na,113.0
"Business Analyst - Product Management, 5+ Years’ Experience",Careti,"Bengaluru, Karnataka",na,"We deal with B2B, B2C and C2C models, involving multiple services across many sectors like Vehicle Tracking System, Delivery Logistics, Healthcare Services,…",0.0,na,44.0
Expense Analyst,Solvefox IT Enabled Services,"Chandigarh, Chandigarh","10,000 - 30,000 a month","Ideal candidates would have a background in Accounting (accounts payable), be comfortable with International Processes and have excellent oral and written…",0.0,Bachelor's,24.0
Xcellerate Technical Analyst I,Covance,"Bengaluru, Karnataka",na,"The Analyst I is a member of Xcellerate Customer Success, part of Informatics supporting execution of several key central monitoring and metrics reporting…",3.2,na,27.0
Security Analyst,Pinkerton,"Bengaluru, Karnataka",na,JOB SUMMARY: The Security Analyst will be responsible for content writing and data analysis.The Security Analyst will be responsible for developing and editing…,3.7,na,2.0
Azure WVD Analyst,Infosys Limited,"Bhubaneshwar, Orissa",na,"A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and…",3.9,na,482.0
Payment Processing Analyst,Deutsche Bank,"Bengaluru, Karnataka",na,Location: Bangalore & Jaipur (multiple roles in both locations________.The Payments Processing Operator is responsible for the accurate and timely processing…,3.8,na,1.0
Business Solutions Analyst,Coforge,"Noida, Uttar Pradesh",na,"The role is for an Electronic Trading Platforms support engineer.The successful candidate should have a good appreciation of Front Office activities, and…",0.0,na,1.0
Business Analyst,BRIDGE Global,"Kochi, Kerala",na,"We are looking for Business Analyst with 3-5 years’ experience to join our team.You will be enthusiastic with a positive attitude, dedication and willingness…",0.0,na,1.0
"Analyst, Procurement CoE",Molex,"Bengaluru, Karnataka",na,"Molex is a Globally recognized provider of electronic solutions and it is headquartered at Lisle, United states of America.Preferred:Min 3 – 6 Years.",3.8,na,1.0
"Sr. Data Engineering Analyst - Spark, Kafka - Hyderabad, TG",UnitedHealth Group,"Hyderabad, Telangana",na,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get.",3.7,na,889.0
Technical Analyst,Shyam Advisory Ltd,"Rajkot, Gujarat","15,000 - 30,000 a month",Provide calls in Equity/Commodity/Currency after doing research.Intraday/Short term/Long term Calls.Expected Start Date: 15/4/2021.,4.7,Work: 1 yearTotal work: 1 yearBachelor's,52.0
"Senior Business Systems Analyst - Hyderabad, TG",UnitedHealth Group,"Hyderabad, Telangana",na,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get.",3.7,na,889.0
Citrix Analyst,Infosys Limited,"Chandigarh, Chandigarh",na,"Educational Requirements MCA,MTech,Bachelor of Engineering.Citrix- Deployment, implementation, App Layering, citrix cloud services MS Azure- Deployment,…",3.9,na,482.0
"Analyst, IT Security - SOC",Hudson's Bay Company,"Bengaluru, Karnataka",na,Coordinate with Intel analysts on open source activities impacting HBC.Integrate and share information with other analysts and other teams.,3.6,na,1.0
Senior Robotic Process Automation Business Analyst,Kroll,"Hyderabad, Telangana",na,University degree and at least 5-8 years of experience as business analyst in a global organization.Hands-on business analyst with experience on preparing…,3.6,na,1.0
Senior Business Systems Analyst,UnitedHealth Group,"Hyderabad, Telangana",na,IT Support Analyst will provide Level 2 Technical support to end users on various technical issues and problems related to Digital applications.,3.7,na,889.0
Finance Shared Services Analyst I-L2,FIS Global,"Pune, Maharashtra",na,Experienced (relevant combo of work and education).Responsible for a set of products and ownership of it’s accounting activities.,3.5,na,1.0
Windows as a Service Analyst,Infosys Limited,"Chandigarh, Chandigarh",na,"A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and…",3.9,na,482.0
Senior Business Analyst/Project Manager,Todquest Enterprises pvt ltd,"Hyderabad, Telangana","50,000 - 70,000 a month","To author and own various types of Requirements, Functional, Technical and other SDLC, QA and CSV documents.Consult on business processes, negotiate with cross…",0.0,na,1.0
Associate Analyst II / Analyst - Analytics,Colgate-Palmolive,"Mumbai, Maharashtra",na,"You will be responsible for supporting Colgate’s data management processes and standard reporting.In addition, conduct first level analysis of reports for…",4.3,na,311.0
IT Business Analyst - II,Covance,"Bengaluru, Karnataka",na,"Assisting with the business case.Help design, document and maintain system processes.Defining business requirements and reporting them back to stakeholders.",3.2,na,27.0
Associate Analyst/ Executive Associate,Colgate-Palmolive,"Mumbai, Maharashtra",na,"The candidate is responsible for business facing support & development for various applications in the SAP FICO.Business process knowledge in P2P, O2I, FA.",4.3,na,311.0
Analyst - Simulation | GAMMA,The Boston Consulting Group,"New Delhi, Delhi",na,You will have the opportunity to leverage analytical methodologies to deliver value to BCG's Consulting (case) teams and Practice Areas (domain) through…,4.2,na,1.0
Systems Analyst II - Recruiting,Uber,"Hyderabad, Telangana",na,"As a Systems Analyst on Uber’s People Apps team, you will be responsible for driving enhancements as well as providing full life cycle support for Uber’s…",3.7,na,1587.0
Systems Analyst II - Recruting,Uber,"Hyderabad, Telangana",na,"As a Systems Analyst on Uber’s People Apps team, you will be responsible for driving enhancements as well as providing full life cycle support for Uber’s…",3.7,na,1587.0
Sales Opportunity & Data Management Analyst,Hewlett Packard Enterprise,"Bengaluru, Karnataka",na,We are looking for a Data Management Analyst to join our team.The Sales Opportunity and Data Management Analyst will be responsible for global opportunity…,3.8,na,1.0
Service Desk Analyst,Kroll,"Mumbai, Maharashtra",na,Provide first level technical assistance via phone and electronically.Support the company’s content management and file sharing application.,3.6,na,1.0
Associate Vulnerability Analyst,ZeroFOX,"Bengaluru, Karnataka",na,"OPPORTUNITY OVERVIEWAs an Associate Vulnerability Analyst at ZeroFOX, you will join the Vulnerability Assessment team, a group of highly skilled individuals…",0.0,na,1.0
Project Coordinator/Project Delivery Analyst,360 Degree Cloud Technologies Pvt. Ltd.,"Faridabad, Haryana","40,000 a month",Shift Timing- 11:00 AM-8:00 PM.We need a dynamic resource who can manage the project.Maintaining of freedcamp to ensure all the project delivery windows are…,0.0,na,1.0
ServiceNow Business Analyst,BAXTER,"Bengaluru, Karnataka",na,"At least 3 years in a business analyst role.Perform business analyst activities related to the continued growth of the ServiceNow platform at Baxter, including…",3.8,na,1.0
HR Data Management - Analyst,Cargill India,"Bengaluru, Karnataka",na,The Human Resources Analyst I will analyze our organization's future workforce to identify potential shortfalls and design interventions to fill the gaps.,3.8,na,1.0
Data Analyst,"Cornucopia, V5 Global","Bengaluru, Karnataka",na,Tech graduates preferably with MBA in data analytics background/product portfolio management.Experience: *About 5 – 10 years (preferably 2 years experience…,0.0,na,1.0
Financial Analyst IV,Astreya,Remote,na,"The primary focus of the Financial Analyst IV will be on leading the efforts modeling, data analytics and pricing support to enable agile and effective decision…",2.8,na,1.0
Test Analyst- Automation,Bravura Solutions,"Gurgaon, Haryana",na,"The incumbent is expected to work closely with more senior testing staff to analyse simple/complex deliveries for test, script a set of functional and…",3.7,na,1.0
AMD - QIS - CPM- RFP Specialist- Analyst- Bangalore,Goldman Sachs,"Bengaluru, Karnataka",na,"We help our clients navigate today’s dynamic markets, and identify the opportunities that shape their portfolios and long-term investment goals.",4.0,na,1.0
MI Analyst,American Express Global Business Travel,"Gurgaon, Haryana",na,The MI analyst defines and develops jointly with clients the global MI strategy and coordinates production of reporting.SQL knowledge will be a plus.,3.7,na,1.0
Exchange/O365 Administrator Analyst,Infosys Limited,"Pune, Maharashtra",na,"A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and…",3.9,na,482.0
Business Analyst - Regulatory Reporting,Luxoft,"Bengaluru, Karnataka",na, Continuous stakeholders' engagement to keep abreast of latest business needs. Be a stakeholder to drive overall liquidity technology strategy.,4.4,na,1.0
Business Analyst,Jay Mahesh Automall India Ltd,"Pune, Maharashtra","25,000 - 35,000 a month",We are looking for a Business Analyst who will be the vital link between our information technology capacity and our business objectives by supporting and…,0.0,na,1.0
AML Analyst,Momenta,"Bengaluru, Karnataka",na,The role incumbent helps clients reduce their risks related to money laundering and terrorist financing and improve their ability to meet regulatory…,0.0,na,17.0
Research Analyst 1,Epsilon,"Bengaluru, Karnataka",na,"Ability to do secondary research across multitude of sources (including social media, news, corporate websites, aggregator sites, advisory sites, financial…",3.4,na,1.0
India Front Office - Client Service Analyst,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",na,Responsible for providing prompt and value-added inquiry services and solutions for JP Morgan Treasury Services clients.,3.9,na,1.0
Quality Analyst,Visualam Digital Technology Pvt Ltd,"Bengaluru, Karnataka","3,71,930 - 4,24,832 a year","Experience - Min 1 yrs as a BPO QA.Calibration, QC tools, BQM, Feedback sharing methodology etc..Contact 7 4 8 3 0 1 1 2 4 8.Total work: 1 year (Preferred).",0.0,na,1.0
MIS Executive / Data Analyst,Policybazaar.com,India,na,"Excellent knowledge of MS excel like (V-lookup, H-Lookup, Pivot, Conditional formatting etc), Word (Mail merge), and Outlook.Experience- 1 year and above.",4.1,na,1.0
Business Analyst/IT Infrastructure Delivery,HSBC,"Hyderabad, Telangana",na,"The health and safety of our employees and candidates is very important to us.Due to the current situation related to the Novel Coronavirus (2019-nCoV), we’re…",4.0,na,1.0
Data Analyst,AppZen,"Pune, Maharashtra",na,AppZen is the leader in Finance AI software.Our patented software is the only autonomous spend software to understand financial transactions and enable…,0.0,na,1.0
Analyst GRC ESG,Barclays,"Mumbai, Maharashtra",na,Job Title: Analyst GRC ESG.Working with the global ESG team and helping drive ESG integration and thought leadership across Barclays research.,3.9,na,1.0
"Business Analyst, FX",Calypso,"Mumbai, Maharashtra",na,"Calypso Technology, Inc. is a cloud-enabled provider of cross-asset front-to-back solutions for financial markets with over 35,000 users in 60+ countries.",0.0,na,2.0
Analyst - Assurance - National - CCaSS Reporting - Gurgaon,EY,"Gurgaon, Haryana",na,"As a global leader in Assurance, Tax, Transaction and Advisory services, we’re using the finance products, expertise and systems we’ve developed to build a…",4.0,na,1.0
"Advisory Services Analyst - Hyderabad, TG",UnitedHealth Group,"Hyderabad, Telangana",na,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get.",3.7,na,889.0
Stock Market Analyst(Only Female),private equity firm,"Coimbatore, Tamil Nadu","10,000 a month",We are looking for persons who have an interest in the stock market and trading.Prior experience in stock markets and trading is an additional asset but not…,0.0,na,66.0
Associate Analyst I - Finance,Colgate-Palmolive,"Mumbai, Maharashtra",na,The Supply Chain Finance Analyst is responsible for activities in Cost & Inventory and Fixed Assets.Product Costing of Products – Manufacturing & Commercial…,4.3,na,311.0
Business Analyst,Infovision labs,"Pune, Maharashtra",na,Job Location: PUNE SEZ QUBIX.Candidate must be having experience working with Indian Government or for any Indian state government.,3.5,na,1.0
Senior Analyst : Financial Performance Management,Société Générale,"Bengaluru, Karnataka",na,Leading and Managing Strategic and digital Projects for FPM :Work closely with the teams in the development and implementation of projects :,3.9,na,1.0
Patent Analyst,LexOrbis,"Delhi, Delhi",na,"Work Profile- Patent Analyst (Engineering and Science).Job Locations- Delhi, Mumbai and Bengaluru.Conducting patent search projects to the expected qualities…",0.0,na,1.0
Information Protection Analyst,Philips,"Bengaluru, Karnataka",na,"In this role, you have the opportunity to.As an Information Protection Analyst your main task is to support the business in implementation of Data Protection…",4.0,na,1.0
Business Analyst,3Sixty IT Solutions,"Mumbai, Maharashtra",na,"We are looking for smart, energetic, and technically focused business analysts to join our fast-growing team in Mumbai!",0.0,na,1.0
SEO Analyst,Royal Next International Academy Pvt Ltd,"Saidapet, Chennai, Tamil Nadu","15,352 - 25,000 a month","3.) WEB DEVELOPER (Full Stack Developer),.4.) SOCIAL MEDIA MARKETING Executive .FOR EDUCATIONAL INSTITUTE IN SAIDAPET, CHENNAI.Job Types: Full-time, Walk-In.",0.0,na,38.0
Java Developer - Financial Modelling Group | Analyst | Gurga...,BlackRock,"Gurgaon, Haryana",na,You can work at one of the world’s top FinTech companies.We sell our Aladdin analytics platform to over 100 of the top global financial institutions and…,3.8,na,799.0
Senior HRIS Analyst,Sophos,"Bengaluru, Karnataka",na,"The Sophos suite of products secures networks and endpoints against automated and active-adversary breaches, ransomware, malware, exploits, data exfiltration,…",4.3,na,1.0
"Analyst -Subpoena, Levy and Garnishment",Morgan Stanley,"Mumbai, Maharashtra",na,"LCD comprises of Legal, Compliance, Global Financial Crimes and Regulatory Relations.The Global Compliance Department identifies applicable Compliance…",3.9,na,1.0
Business Analyst,Enverus,"Bengaluru, Karnataka",na,Keep the M&A database updated with stealth transaction.Tech – Any specialization with minimum 8 CGPA/ 75 percent throughout the academics.,0.0,na,1.0
Info Security Sr Analyst,Wells Fargo,"Hyderabad, Telangana",na,"Our business outside of the U.S. mostly focuses on providing banking services for large corporate, government and financial institution clients.",3.7,na,1.0
Lead Data Analyst - Risk Analytics,Innovacer,"Bengaluru, Karnataka",na,"We are looking for a Lead Data Analyst within our Population Health Analytics vertical, who will lead the risk management or cost/utilization management scrum…",0.0,na,1.0
Workforce Management Real Time Analyst,Sitel,"Mumbai, Maharashtra","4,00,000 - 5,20,000 a year",Attend weekly and daily staffing review meetings with management and forecast / scheduling analysts detailing previous and current week’s performance and…,3.4,na,63.0
Fraud Analyst,Align Services,"Delhi, Delhi",na,A fraud analyst is someone who investigates forgery and theft within customers' accounts and transactions on behalf of a bank or a financial institution.,0.0,na,1.0
Operations - Asset Management Division - Enterprise Ops - An...,Goldman Sachs,"Bengaluru, Karnataka",na,"For every new product launched and every trade executed, it is Operations that develops and manages the processes and controls that enable business flow.",4.0,na,1.0
Senior System Analyst,CorroHealth,"Coimbatore, Tamil Nadu",na,Minimum 4-5 years’ technical support experience.Excellent verbal and written communication skills as well as interpersonal skills with the ability to clearly…,0.0,na,1.0
Analyst - Travel & Expanse,Genpact,"Gurgaon, Haryana",na,"Play a key role in understanding the project requirements for planning, crafting, implementation, and reporting.Good PC skills, including Word, Excel, Visio.",3.8,na,1.0
System & Data Analyst,TMF Group,"Gurgaon, Haryana",na,"In this role, the successful candidate will need to:Analyse, design and improve our processes and digital solutions.Experience in A&T/HRP preferred.",3.5,na,1.0
Valuations Analyst,Deutsche Bank,"Mumbai, Maharashtra",na,Valuation Control is a specialist group within Market and Valuations Risk Management (MVRM) that manages a wide range of relevant risk and implementation topics…,3.8,na,1.0
Business Analyst,Cuelogic,"Pune, Maharashtra",na,Experienced in coordinating with multiple business teams for user interviews and deriving the use case scenarios.Hands on experience with JIRA and Confluence.,0.0,na,1.0
Business Analyst - Transportation Planning,Genpact,"Bengaluru, Karnataka",na,"Inviting applications for the role of Business Analyst, Transportation Planning!This position will need to improve current business practices and develop…",3.8,na,1.0
Intelligent Automation Business Analyst,LSEG (London Stock Exchange Group),"Bengaluru, Karnataka",na,"T he IA Business Analyst is a key member of the team, working as a champion for Business Process Improvement, orchestration and automation.",0.0,na,1.0
KYC Analyst,Société Générale,"Bengaluru, Karnataka",na,To be able to perform the full fledge KYC analysis on clients and perform the KYC risk analysis using KRSM and FCCR Tool and present in the form of Analysis and…,3.9,na,1.0
Business Analyst: ADM,IBM,"Bengaluru, Karnataka",na,Be ready to navigate the complex relationships that make the business world run and find the actionable insights that result in great business decisions.,3.9,na,1.0
Technical Analyst 3-Support,Computer Engineer,"Nellore, Andhra Pradesh","17,000 - 24,000 a month","Analyze problem reports, replicate customer network environment and reproduce customer problems in our lab to troubleshoot technical issues.",0.0,na,1.0
SaT_TSE_WCAS_Senior Analyst,EY,"Noida, Uttar Pradesh",na,"EY- Strategy and Transaction – TSE - WCAS (Senior Analyst).Within SaT, TSE -WCAS team focuses on providing benchmarking, diagnostic reviews of AP, AR and…",4.0,na,1.0
Business Analyst,Locus.sh,"Bengaluru, Karnataka",na,"The business analyst will work on the company, competition, industry, investment landscape, product, industry or macro-economic analysis as per the business…",0.0,na,1.0
Research Analyst - Intern,Visual BI Solutions Inc,"Bissau, Rajasthan",na,"You will be identifying and extracting potential prospect details for Visual BI, monitoring marketing and sales lead automation, maintaining all of marketing…",0.0,na,1.0
Security and Compliance Analyst,"APEX Analytix, LLC","Gurgaon, Haryana",na,"A snapshot of what you would do:The Security and Compliance Analyst will be responsible for assisting the Vice President, Enterprise Data Architecture and IT…",0.0,na,48.0
Salesforce Feature Analyst,Intellibee Inc,"Bengaluru, Karnataka",na,Job Title: *Salesforce Feature Analyst.Minimum work experience: 5+ years of work experience in IT.Minimum 2 years of experience with Salesforce - Service…,0.0,IT: 5 yearsService Cloud: Sales Cloud and Marketing Cloud: 2 years,86.0
"Senior Data Analyst - SQL, R, Python - Hyderabad, TG",UnitedHealth Group,"Hyderabad, Telangana",na,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get.",3.7,na,889.0
I O Engineering Analyst - DevOps (NodeJS/reactJS) - Hyderaba...,UnitedHealth Group,"Hyderabad, Telangana",na,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get.",3.7,na,889.0
"Analyst, Customer Engineering Administration",Intercontinental Exchange,"Hyderabad, Telangana",na,"The Customer Engineering Administrator works within a key Operations division of ICE Global Networks (IGN), which ensures that member infrastructure requests…",3.4,na,1.0
"Reporting Analyst (Advanced Excel, PPT & Macros)",FIS Global,"Bengaluru, Karnataka",na,"Experienced (relevant combo of work and education).Reporting Analyst (Advanced Excel, PPT & Macros) – Whitefield, Bangalore – 4-6 yrs.",3.5,na,1.0
Senior SaaS Finance Analyst,hCaptcha,"Sarai Kale Khan, Delhi, Delhi",na,"We have a flat and highly customer-focused process, so you should be comfortable interacting directly with large enterprise customers and startups alike when…",0.0,na,1.0
HR Analyst,Sapiens,"Bengaluru, Karnataka",na,We are looking for an HR & Recruitment Analyst to gather and process qualitative and quantitative data around jobs and recruitment trend.,3.0,na,1.0
Business Analyst - Advanced Analytics,Genpact,"Noida, Uttar Pradesh",na,"Serve as a coach/mentor for junior analysts.In this role, the resource will be responsible for rapid simulation and understanding of existing applications and…",3.8,na,1.0
CSM Operations Analyst,Adobe,"Noida, Uttar Pradesh",na,"This position is part of the Adobe Customer Solutions (ACS) Customer Success Operations team and is mainly responsible for analyzing account activity, risk, and…",4.2,na,1.0
Analyst TCOM Guest Services,TARGET,"Bengaluru, Karnataka",na,The Financial and Retail Services (FRS) organization is close to the action when it comes to communication—whether with guests or Target team members.,3.6,na,1.0
Senior Research Analyst,Projects Today Pvt Ltd,"Marine Lines, Mumbai, Maharashtra","30,000 - 40,000 a month",Experience of 2-3 years in research analyst role will be preferred.Total work: 2 years (Preferred).,0.0,na,1.0
Data Analyst (Contract),skilora,Remote,na,Surface these to our Data Warehouse Administrator so we can ensure the highest quality and best level of data support for all of our analysts.,0.0,na,1.0
Credit Analyst-SUPPORT SERVICES-SME Credit,Kotak Mahindra,"Delhi, Delhi",na,Preparation of Credit Appraisal notes for Large Corporates/MNCs.Discuss with business on Terms and Conditions for risk assessments.,3.9,na,1.0
Sr Business Analyst,Infosys Limited,"Coimbatore, Tamil Nadu",na,"Educational Requirements MBA,Bachelor of Engineering.Develop a deep understanding of end users and clients • Ensure accurate flow of client ask, information…",3.9,na,482.0
Video Analyst Trainee Day Shift,Innovary Technologies,"J. P. Nagar, Bengaluru, Karnataka",na,Innovary Technologies is looking for Video Analyst Trainee who is result oriented individual contributor with passion on Traffic Data Analysis and People…,0.0,na,1.0
SAP PP (PM/QM) - Associate Analyst / Business Analyst,Colgate-Palmolive,"Mumbai, Maharashtra",na,Relocation Assistance Offered Within Country.Do you want to come to work with a smile and leave with one as well?You are a Business Analyst-.,4.3,na,311.0
"APAC Talent Acquisition, Analyst",BlackRock,"Gurgaon, Haryana",na,Our Talent Acquisition function consists of Experienced Hire and Entry Talent recruiting channels who are responsible for sourcing and hiring the best talent in…,3.8,na,799.0
Training Operations Analyst,Duck Creek Technologies,"Mumbai, Maharashtra",na,"This role is responsible for completing support tasks necessary to administer instructor-led and online training for customers, partners, and internal resources…",4.0,na,1.0
"LEAD/ANALYST, GLOBAL CONFIGURATION (ABSENCE & TT)",Harman International,"Bengaluru, Karnataka",na,"Assist in the exploration, evaluation, recommendation, design, and configuration of new features and functionalities within Workday.",3.9,na,1.0
Tableau Reporting Analyst,Luxoft,"Hyderabad, Telangana",na,"These dashboards make it easier for end user analysts and end users to convert data into understandable, interactive graphics.",4.4,na,1.0
Data Analyst Intern,Digbi Health,Remote,"10,000 - 15,000 a month","Programs, and the stigma of poor self-control while fighting obesity and weight-related.Inflammatory digestive disorders, skin condition, chronic pain,…",0.0,na,1.0
Technology Analyst-Hybris,Infosys Limited,"Bengaluru, Karnataka",na,"A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and…",3.9,na,482.0
Java Analyst,Infosys Limited,"Bengaluru, Karnataka",na,"A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and…",3.9,na,482.0
"APAC Talent Acquisition, Analyst",BlackRock,"Gurgaon, Haryana",na,"Background: At BlackRock, we are building a world class HR team.Human Resources provides a broad range of services, programs and products to BlackRock…",3.8,na,799.0
Senior Business Analyst - TSO,GEP,"Airoli, Navi Mumbai, Maharashtra",na,Business analyst co-ownsthe responsibilityof customersatisfactionwiththe.Customers and internal GEP resource.Management as well as Procure to Pay.,4.0,na,1.0
Java Analyst,Infosys Limited,"Bengaluru, Karnataka",na,"Educational Requirements Bachelor of Engineering.A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure…",3.9,na,482.0
