Senior Backend Developer,"Lululemon India Tech HubBengaluru, Karnataka",na,"
About Lululemon India Tech Hub
 The Hub is key to our business strategy. Weve grown quickly since our inception in 1998, and our continued global growth through market expansion is one of our five goals. We believe that this strategic investment in the India Tech Hub will support our growth, elevate the athletic apparel shopping experience and increase the global talent pool for our current and future technology needs. The India Tech Hub will help us work smarter and faster across our business's value chain by unlocking the power of data and technology. In this centre, development work will focus on AI, Machine Learning, and Data Science. Through the Hub, we will expand our capabilities in Product Systems, Merchandising and Planning, Digital Presence, Distribution and Logistics, and Corporate Systems. The team in India will work as an extension of the global Technology team on projects of strategic priorities.
 Job Description
 Role Responsibilities:

 Bachelors degree in computerscience/engineering or equivalent
 8+years ofsoftware engineering experience
 8+ years experience designing design scalable, secure modern micro-services using Spring Boot, test driven development, and cloud native design patterns
 Strong understanding of microservice architecture & knowledge of challenges related to building cloud-native apps
 Experience in design and development of RESTful APIs using JAX-RS and JSON
 Solid working experience with AWS or GCP
 Strong software development fundamentals, including automated testing, source control, continuous integration in addition to continuous delivery and/or deployment
 Experience with monitoring and alerting for microservices.
 Hands-on experience to support development, infrastructure, and operations
 Experience working with security log analysis, application logs, and general log management practices
 Experience working with Kafka, Kubernetes, Terraform
 Commerce domain knowledge a strong plus
 Acknowledges the presence of choice in every moment and takes personal responsibility for their life.
 Possesses an entrepreneurial spirit and continuously innovates to achieve great results.
 Communicates with honesty and kindness and creates the space for others to do the same.
 Leads with courage, knowing the possibility of greatness is bigger than the fear of failure.
 Fosters connection by putting people first and building trusting relationships.
 Integrates fun and joy as a way of being and working, aka doesnt take themselves too seriously.


 experience_range : 7-12 years 
 skills : Microservices / AWS / GCP / Kafka / Kubernetes / Terraform / Rest API / Java / Python",na
Senior QA Engineer,"Advance Auto Parts8,233 reviewsHyderabad, Telangana",na,"
About Advance Auto Parts
 Advance Auto Parts, Inc. is a leading automotive aftermarket parts provider that serves both professional installer and do-it-yourself customers. As of October 5, 2019, Advance operated 5,000 stores and 152 Worldpac branches in the United States, Canada, Puerto Rico and the U.S. Virgin Islands. The Company also serves 1,260 independently owned Carquest branded stores across these locations in addition to Mexico, the Bahamas, Turks and Caicos and British Virgin Islands. The Advance Global Capability Center (GCC) in Hyderabad, India, opened in 2019. It is a key enabler and hub of innovation for the company, a place where talented Team Members provide support to our North American-based teams across a variety of functions to deliver on our Mission: Passion for Customers Passion for Yes!
 Job Description
 Job Profile Summary
 Executes testing procedures to ensure that software meets established quality standards. Prepares data sets to test logic, error handling and system workflows. Isolates, reproduces, and tracks defects. Verifies fixes. Documents testing according to required procedures. Familiar with software development cycle and quality assurance methodologies. May assist with the creation of new testing scripts and plans.
 ESSENTIAL DUTIES AND RESPONSIBILITIES:

 Experience in Oracle Fusion-cloud (financial domain)
 Oracle EBS (Financial and asset management)
 Experience in AR,AP processes
 Must possess knowledge on QA processes and proven experience with conducting different types of testing.
 Should have strong co-ordination, communication & reporting, analytical skills.
 Should have Strong leadership skills and proven experience leading test teams. Candidates must have applied their knowledge of testing processes to own outcomes.
 At least 4 years of experience in building test strategy and test design.
 At least 4 years of experience in test execution, analysis & reporting.
 Create test analysis report for the assigned test scope.
 Ability to work in team in diverse/ multiple stakeholder environment.
 Proven experience with global delivery models including handling onsite calls and coordination for large offshore teams.
 Implement specific activities of the Defect Prevention Plan.
 Work with business users in assisting with acceptance testing.


 Mandatory Technical Skill

 Should have experience with any test management tools.
 Good to have test automation with Selenium.


 experience_range : 4-7 years 
 skills : Oracle EBS / EBS / Oracle Fusion / Fusion / Java / Selenium / API Automation",3.4
Senior IT Auditor - Internal Audits,"Advance Auto Parts8,233 reviewsHyderabad, Telangana",na,"
About Advance Auto Parts
 Advance Auto Parts, Inc. is a leading automotive aftermarket parts provider that serves both professional installer and do-it-yourself customers. As of October 5, 2019, Advance operated 5,000 stores and 152 Worldpac branches in the United States, Canada, Puerto Rico and the U.S. Virgin Islands. The Company also serves 1,260 independently owned Carquest branded stores across these locations in addition to Mexico, the Bahamas, Turks and Caicos and British Virgin Islands. The Advance Global Capability Center (GCC) in Hyderabad, India, opened in 2019. It is a key enabler and hub of innovation for the company, a place where talented Team Members provide support to our North American-based teams across a variety of functions to deliver on our Mission: Passion for Customers Passion for Yes!
 Job Description
 SUMMARY
 The IT Senior Auditor is a key role that supports the execution of the annual audit plan, by leading teams to perform risk-based audits through the application of critical thinking skills, IT knowledge and innovative audit techniques.

 In addition to typical IT audits, youll have the opportunity to advise on system implementations, integrated operational audits, process changes and other business initiatives with the ultimate outcome of providing assurance to the Board and Senior leadership as to the level of control and process effectiveness across the company. The teams priorities are risk based and focus on strong governance, transparency, strategic engagement and fostering a diverse and inclusive culture that focuses on people development.

 ESSENTIAL DUTIES AND RESPONSIBILITIES(Travel 0-10%)

 Develops a working knowledge and understanding of the Company. Actively develops relationships and collaborative partnerships within IT and other assurance teams.
 Leads, plans, executes, and documents audit test work using a risk-based approach to help identify process improvement opportunities and diagnose IT risks.
 Proposes viable recommendations and solutions to identified audit issues and process improvements.
 Work on data analytic requests to support the IA group
 Provides leadership and support on special projects, department initiatives, and other activities depending on the needs of the business.
 Communicates effectively and proactively, with business contacts in all phases of audit execution, including final results and recommendations both orally and in writing.
 Ability to leverage and use technology effectively, including data analytics techniques for audits, visualization tools for dashboarding and Audit / GRC technology to improve workflow.
 Displays Advances cultural values and fostering an inclusive and collaborative work environment.


 QUALIFICATIONS

 Strong technical knowledge of a wide range of IT areas including software development and implementation, IT infrastructure, cloud technology, network operations, data centers, and cyber security.
 Understands and is able to teach audit concepts to staff (audit process, how to identify risks, controls, gaps and opportunities).
 Experience building risk and control matrix and creating test steps for controls.
 Solid critical thinking and analytical skills with the ability to quickly assess operational / financial concepts, draw conclusions, and solve complexproblems.
 Demonstrated ability to effectively navigate ambiguous, complex processes and situations independently, with limited management involvement.
 Strong communication, facilitation and interpersonal skills including the ability to build relationships and interact effectively across the business
 Able to present and write audit reports summarizing audit results covering observations and management action plans.
 Demonstrated project management skills, organizational skills and ability to prioritize assignments, deal with interruptions, and multitask / meet multiple deadlines in a fast-paced environment.
 Maintains the highest level of ethics, integrity, and professional judgement in all activities and at all times as a representative of the Internal Audit function and Advance Auto Parts overall.
 Experience with data analytics tools or querying language like SQL or query builders.
 Experience with Microsoft Word, Excel, Access, and PowerPoint.

 EDUCATION and/or EXPERIENCE

 Minimum 4-8 years of relevant experience.
 Bachelors degree in Management Information Systems, Computer Science, or related technical fieldfrom a four-year college or university required.
 Working knowledge of IT standards such as ISO, COBIT, and NIST preferred.
 Understanding of IT concepts including infrastructure, networking, development, etc., strongly preferred.
 Experience using data analytics techniques as part of an IT audit and working knowledge of any data analytics (e.g. PowerBI, Snowflake, Tableau, ACL, IDEA), audit management software or GRC technology, a plus


 CERTIFICATES

 CISA, CISSP, CIA, CGEIT, CFE and/or other relevant certification(s) strongly preferred.


 PHYSICAL DEMANDS
 The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

 While performing the duties of this job, the employee is regularly required to sit and talk or hear. The employee is occasionally required to stand; walk; use hands to finger, handle, or feel; reach with hands and arms; and stoop, kneel, crouch, or crawl. The employee must regularly lift and/or move up to 10 pounds and occasionally lift and/or move up to 25 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, and ability to adjust focus.

 WORK ENVIRONMENT
 The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The noise level in the work environment is usually moderate.

 experience_range : 4-8 years 
 skills : SOX / IT Audit / Power Bi / Tableau / Snowflake",3.4
"Business System Analyst – Hyderabad, TG","Optum4,655 reviewsHyderabad, Telangana",na,"
 Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)
 

 Primary Responsibilities: 


Liaise between Business Subject Matter Experts, Business Analysts, Engineering team and Project Management groups 
Gather requirements, analyze and design solutions as part of software development life cycle 
Translate business needs into actionable documentation/specifications, including use case scenarios, models and conceptual design diagrams to support iterative development 
Evaluate and present solutions objectively and facilitate conflict resolution 
Define, document and coordinate the functional system specifications 
Analyze and revise existing functional and technical documentation 
Plan and manage assignments of varying scope 
Participate in developer led code reviews & documentation 
Participate in QA led test prep and planning activities, as well as defect triage to ensure projects are on track 
Work with the Intake team to understand scope of new projects and identify preliminary impacts for estimation 
Participate in scrum ceremonies and assist in sprint planning, estimation, requirement analysis and review 
Assist in troubleshooting production issues, identifying and analyzing root causes 
Adapt and remain effective in a fast-paced, changing environment 
Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so.


 Required Qualifications: 


Bachelor's Degree or equivalent work experience 
2 – 6 years of experience in Systems Analysis or IT Development 
3+ years of Relational Database experience 
2+ years of experience translating business requirements into a detailed system specification 
2+ years of experience mapping data from web services & database to user interface 
2+ years of Experience with Agile/Scrum 
Good understanding of web services including SOAP, REST standards and security models, integration patterns and methods 
Proficiency with Postman, MS Project, Word, Excel, Visio, PowerPoint 
Excellent verbal and written communication skills 
Strong analytical skills and detail oriented, ability to plan and organize the team as well as documentation, team player, accountable


 Careers with Optum. Here's the idea. We built an entire organization around one giant objective; make the health system work better for everyone. So when it comes to how we use the world's large accumulation of health-related information, or guide health and lifestyle choices or manage pharmacy benefits for millions, our first goal is to leap beyond the status quo and uncover new ways to serve. Optum, part of the UnitedHealth Group family of businesses, brings together some of the greatest minds and most advanced ideas on where health care has to go in order to reach its fullest potential. For you, that means working on high performance teams against sophisticated challenges that matter. Optum, incredible ideas in one incredible company and a singular opportunity to do your life's best work.(sm)
    








Additional Job Detail Information 

 Business Segment 
   Optum Global Advantage 
  
 Employee Status 
   Regular 
  
 Travel 
   No 
  
 Country: IN 
  
 Overtime Status 
   Exempt 
  
 Schedule 
   Full-time 
  
 Shift 
   Day Job 
  
 Telecommuter Position 
   No
 

 2.00-6.00 Years",3.4
LTI Opening for Database Developer,"Larsen & Toubro Infotech Limited1,313 reviewsHyderabad, Telangana",na,"Greetings from LTI... 


Job Location: Chennai/Mumbai/Pune/Hyderabad 


Experience: 5 to 9 Yrs 
Senior Software Engineer(Database Developer) ; 5-8yrs; PLSQL, Unix shell scripting 


Job Description:
 o Knowledge of RDBMS concepts and best practices 
o Experience servicing ad hoc and scheduled requests 
o Familiarity with both OLTP environments and Data Warehouse environments 
o Work prioritization, planning and sense of urgency 
o Executing system, integration and regression tests 
o Defining and executing data validation routines 
o Supporting applications and performing production data loads with change impact process awareness 
o Software Development Life Cycle (SDLC) 

o Data file transfer tools (SFTP, Connect: Direct, etc.) 
o Data manipulation tools (Unix awk, sed, sort, etc.) 
o Database Report generation (data input and output) 
o Job scripting (Unix Shell) 
o Unix/Linux Server Knowledge 
o Windows Server Knowledge 
o Microsoft Office (Word, Excel, Project, Powerpoint) and text editor programs 
o Source code control tools (e.g. CVS, TFS) 
o Customer Facing Skills 
o Detail-oriented, able to multi-task, prioritize and able to quickly change priorities 

 If interested please fill the below Mandatory details and share at [HIDDEN TEXT] 


Mandatory details to share:

Exp in below skills:
SQL :
PLSQL :
Unix shell scripting :

Total Exp:
Current Company :
Current Location :
Preferred Work Location :
Current CTC :
Expected CTC :
Notice Period :
Holding any offer :

Available on Saturday (21st May, Saturday 2022) :
 Regards 
Keerthana 

 5.00-9.00 Years",3.7
Full Stack Developer - Angular Java Combo,"Larsen & Toubro Infotech Limited1,313 reviewsBengaluru, Karnataka",na,"
Looking Out for Full Stack Developer - Angular - Java Combo.


Job Locations - Mumbai , Pune , Delhi NCR, Noida , Coimbatore ,Chennai, Bangalore , Hyderabad. 


Work Experience - 3 Yrs - 12 Yrs 



Hybrid Work Policy. 


LOOKING OUT FOR IMMEDIATE - 15 DAYS NOTICE PEROIDS CANDIDATES. 

 Candidates Interested Mail there Resumes on
  [HIDDEN TEXT] 


Kindly mention Below Details 

 Total Years of Experience & Relevant Experience 
 
 Current Organization 
 
 Current CTC / Expected CTC 
 
 Notice ( If Serving Notice Period - Mention Last Working Day)
 
 Kindly Find the JOB Description Below
 
 AngularJS /JAVA Script Developer.
 


HTML, CSS, JavaScript, ES6, Angular 9, SOAP & REST services, PostgreSQL, basic knowledge of Java backend will be nice to have Good communication skills, 



knowledge of agile work environment will be nice to have Around 3-8 years of experience in software industry with proficiency as an architect to design a solution for single-page and multi-page Responsive Web Applications. 



Experienced in all stages of Software development life cycle (SDLC) starting from gathering Business specifications, analysis, design, development, testing and implementation of projects using various methodologies like Agile, Waterfall and V-model. 



Strong professional experience in developing applications in a single page (SPAs) using various JavaScript MVC framework such as Angular/jQuery Mobile. 



Expertise in web technologies such as HTML, HTML5, CSS, CSS3, jQuery, XML, Bootstrap, Angular Material, Ajax, JSON, Adobe Flex. 



Expert knowledge of browser behavior, performance, compatibility and cross-browser issues and solutions. 



Hands on experience in Angular+ Excellent understanding of banking domain and multiple commercial applications of various financial institution''


 3.00-12.00 Years",3.7
Cloud Automation Architect,"Larsen & Toubro Infotech Limited1,313 reviewsMumbai, Maharashtra",na,"
Job Title: Cloud Automation Architect 
 

Location : MumbaiPune 
 

Experience: 10-15 years 
 

Skills : Cloud Infra Automation Architect,Terraform,AWSAzure,ARM,Ansible 
 

Job Description:
 Must have total experience in IT – 12+ years, Relevant Experience – 5+ years. 
 

AWS/Azure Automation specialist with expertise in automation of operations, processes and infrastructure as code 
Must be an expert in AWS/Azure Infrastructure design and architecture 
Strong experience in Terraform for IaC provisioning; Good to have Azure ARM or AWS CloudFormation 
Understanding of DevOps tools and process – Version control, Pipeline for provisioning and deployment 
Experience in Terraform including setup of terraform environment, developing TF scripts, importing existing environments is required 
Experience in ANSIBLE for orchestration, and operations automation is required. Experience with other automation tools like Chef, Puppet, Jenkins would be an advantage 
Develop and maintain automation and orchestration software and scripting to integrate with all underlying public and private cloud technologies. 
Good in designing automated solutions across core cloud services like automated landing zone, automated infra and security operational tasks 
Implement fully automated server build, management, monitoring and deployment solutions spanning multiple platforms, tools and technologies. 


DESIRED SKILLS 


Good to have Certification in terraform 
Understanding of scripting and Automation skills to streamline Dev/Ops are desirable. Python, Powershell , Jenkins, Ansible 
AWS/Azure Certified – (Solutions Architect – Associate/Professional)


 10.00-15.00 Years",3.7
Apple TV Developer,"Larsen & Toubro Infotech Limited1,313 reviewsBengaluru, Karnataka",na,"
JD:


 Should have 5+ years experience developing Apple Applications


 Have shipped one or more apps to the Apple AppStore.

 Additional Qualifications 


Familiarity with RxJava or other reactive frameworks 



Experience developing for Apple TV 



Experience working across multiple interdisciplinary teams 



Apple/iOS must have dependency injection frameworks. 



Experience working with globally distributed teams 



Experience programming in ObjectiveC or Swift 



Experience using XCode 



Experience following and implementing software design patterns. 



Able to work with multiple scrum teams in an agile process. 



Experience with unit testing, test driven development, branching patterns and continuous integration / deployment 



Be an advocate for high quality software and excellent user experiences 



Good interpersonal skills with ability to facilitate conversations with business partners in project definition, business requirements definition and functional design sessions. 



Eye for quality and user experience 



Translate business objectives into software requirements


 5.00-15.00 Years 
 Other, Bachelor Of Technology (B.Tech/B.E)",3.7
Java Backend Engineer (Hybrid Position),"Relatient LLCPune, Maharashtra",na,"



We are seeking an experienced Java Backend Engineer who is passionate about developing solutions that improve healthcare to join our team in Pune. You should be an expert in developing and executing project plans.
 You are expected to be an innovator in identifying and accessing new technology alternatives prior to implementation, constantly thrive for betterment and must be a self-starter.
 
Key responsibilities:

Detailed Orientated - Focus on Client and the details that make the client experience exceptional.
Possessing a strong sense of engineering quality and taking pride in the code they develop.
You will be expected to define/scope feature-sets and develop new functions. You will be a part of the team that is focused on our one of many industry leading software solutions, designing scalable/maintainable object oriented architecture and producing market leading, self-testable deliverables.


Skills and Qualifications:

Education: BE/MS/M. Tech/MCS with excellent records
Server side: Java, Microservices, REST API, Spring Boot.
Unit testing: JUnit, Mockito
Build: Maven/Gradle
CI/CD: GIT, Devops practices, Jenkins
Databases: SQL, PL/SQL and PostgreSQL


Skills:

At least 4-6 years of software development experience.
Understands the challenges of building large scale, multi-tenant distributed systems.
Experience working with Java, REST API, Spring Boot.
Must have a strong understanding of Data Structures, Concurrency, Multi-threading, Java collections and JDBC.
Experience of Integrating two or more systems via APIs, Database or any other method is a plus!
Experience with writing JUnit, Integration and End to end tests is a must.
Experience working with Microservices is a plus.
Knowledge of Spring Boot and role-based security using JWT is an added plus.
Experience in cloud computing application implementations on AWS is a plus!
Good understanding of Microservices architecture, design patterns, and standard methodologies with an eye towards, resiliency and high availability.
Experience with build and deploy tools like Maven, Jenkins and CI/CD pipelines.
Willingness to learn and adapt new technologies in quick time is a must!
Strong interpersonal, influencing, collaboration and negotiation skills.


About us:
 We are Radix Health now known as Relatient and are an IT product development Company with a mission to make access to healthcare simpler
 We partner with leading health systems and medical practices - comprising more than 60,000 providers across the US - to optimize every step of a patient journey, from alerting patients to needed care, helping them find the right provider, scheduling appointments across multiple channels, and engaging with patients throughout their care journey via text, email, and chat. Our solutions reduce delays in care, improve communication, and enhance both the provider and consumer experience. We've been recognized as a Forbes Top Startup, Deloitte Fast 500, and Inc 5000, among other honors, for our rapid growth, innovative technology solutions, and energetic workplace culture.
 We have 3 offices in USA and a captive R&D and back-office support in Pune, India. We have 300+ employees we are a born-on cloud company, and we believe in modern operational principles of staying lean and operating fast. We have 3600+ customers including the largest healthcare systems in USA.
 
#LI-Hybrid




 PI179550708
",na
IT Operation and Service Manager – Systems Management,Assassin's CreedIndia,na,"JOB DESCRIPTION  Summary Enterprise Infrastructure, the IT Infrastructure group at Ubisoft, is looking for a talented IT Operation and Service Manager in Shanghai to support their growth as our new colleague. As part of this domain, you'll be joining Ubisoft's IT and more specifically responsible for the corporate IT infrastructure and provides services required by all teams at Ubisoft such as networking, storage, directory services, system configuration and deployment tools. In this role, you will support the World Operation Director and Regional Manager of Enterprise Infrastructure team in overseeing work quality and service level for the team under his/her management. The incumbent will help follow up on and validate the team's work and coach team members all while bringing your communication, analysis and organization capabilities to the table. Responsibilities 1. Work as both an IT Operation and a Service Manager under a matrix management structure. 2. As the Service Manager: o Lead a global IT service team focusing on Linux Systems Management whose team members are located worldwide. o Manage the capacity resource allocation as per priorities to ensure smooth execution of IT strategy and clean roll out of projects. o Develop KPI and data driven system availability reporting and ensure the monitoring of adherence to high operational standards. o Establish a continuous improvement mindset in the team, define and implement the service improvement plans in an iterative approach. o Incident Management and vendor cases follow-up as part of Follow-the-Sun supporting efforts. o Fuel automation efforts to reduce manual operations and increase overall efficiency. o Be the main point of contact regarding feedback about vendor operation quality/reactivity. o Provide operational perspectives on the service architecture and design to clients and provide strategic counsel the visibility. o Represent the team and service in various global meetings and processes. 3. As the IT Operation Manager: o Manage the growth of APAC Systems Management team and the development of its team members. o Focus on creating an environment built on trust, open communication, creativity, and team spirit. o Represent the relevant service teams and services in regional meetings and processes. o Incident Management and vendor cases follow-up as part of Follow-the-Sun supporting efforts.QUALIFICATIONS  Training & Experience . BS Computer Science or other technical degree and/or related experience. . Minimum 5 years of system administration experience in large organization. . Minimum 3 years of technical management including team management and IT project management . Proven rich experience with operational implementations for any of these: o Windows/Linux OS, Software Deployment & Configuration Management (SCCM, Intune, Chef, Ansible, Yum Repository). o ITSM (Incident Management, Change Management, Problem Management) o Scrum/Kanban . Experience with cloud computing will be a good asset. . PMP, Scrum or DevOps certification will be a good asset. Skills & Knowledge . Strong problem-solving skills and critical thinking skills allowing you to make decisions quickly in an environment where you'll need to multitask and prioritize. . Strong interpersonal communication skills - Oral and Written Comprehension of English & Chinese. . Ability to make complex information accessible to technical and non-technical audiences & all levels of management. . Strong knowledge of system administration principles. . Good knowledge of Linux OS, and various system management technologies and automation tools such as Chef, Ansible, Kubernetes. . Good understanding of ITIL (V3/V4) at concept level. . Good understanding of Agile Project Management at concept level. . The familiarity with ITSM and project management tools such as ServiceNow and Jira will be a good asset. . The familiarity with any systems monitoring and availability software such as Microsoft SCOM, Prometheus, Zabbix, Moogsoft, and Grafana will be a good assetADDITIONAL INFORMATION  WE OFFER YOU Competitive salary, bonusfor your performance, medical services to keep you safe and sound, meal tickets to use them wherever you want and free access to relaxing and fitness room. But most of all, we guarantee you'll appreciate our culture and working environment. Ubisoft is a leading creator, publisher and distributor of interactive entertainment and services, with a rich portfolio of world-renowned brands, including Assassin's Creed, Just Dance, Tom Clancy's video game series, Rayman, Far Cry and Watch Dogs. The teams throughout Ubisoft's worldwide network of studios and business offices are committed to delivering original and memorable gaming experiences across all popular platforms, including consoles, mobile phones, tablets and PCs. Come and join our team of over 19,000 professionalsand help us create original and memorable experiences for the world!",na
Senior/Lead Programmer [Tom Clancy's The Division 2 ],Assassin's CreedIndia,na,"
 JOB DESCRIPTION
 


Work closely with the Game Designers to understand their Gameplay and AI needs
Work closely with the Animation team to push the quality of realization of locomotion and behaviors of AI agents
Assess technical feasibility, and identify technical risks based on design requirements
Design and implement features, modifications, improvements and optimizations to existing code base, in a clear and structured way
Break down complex features int o suitable tasks
Follow up and update implementation progress on a regular basis
Support and coach other programmers in the team for relevant domains
Work with the team to improve production process and enforce best practices
Document the code and promote sharing with other team members
Develop AI functions and Gameplay systems according to project and planning requirements 
Work closely with the artist to drive development including AI behavior and locomotionPerformance quality
Responsible for the technical feasibility of planning requirements and assessment of technical risks
Responsible for designing and implementing game AI solutions, and can systematically review existing Code base optimization and refactoring
Responsible for refining complex game functions into tasks that can be implemented step by step
Responsible for continuous maintenance and technical support for AI modules p>
Can help the team optimize the workflow, support each other with team members in related fields, provide documentation support for technical solutions, and share technology with team membersQUALIFICATIONS



Experiences of games development for both online and offline projects, equivalent industry experience
Strong C & C++ skill Good knowledge of standard algorithms
Experience in software design and implementation of various game systems: AI agents, Game Objects, Animation Realization, Locomotion, Replication, etc…
Strong analytical skills 
Ability for problem solving and able to adapt to change Strong collaboration and pro-activity skills
Strong communication skills (oral and written) in English.ADDITIONAL INFORMATION


 Bonus Points


Console game development experience
Experience with at least one shipped game 
Problem-solving skills
Results-oriented.
Have complete game project development experience or game development related project experience, experience in console development project Or online game development experience is preferred. 
Good C/C++ foundation, good engineering development ability
Good software system design, implementation ability and experience, as well as relevant game system development and use experience, Including but not limited to: Agent, behavior tree, animation tree, generation and following of pathfinding, network synchronization, etc.
Good problem analysis and problem solving skills, strong initiative and teamwork Ability
Good communication skills in English, both oral and written

",na
Senior Technical Artist [Art Team],Assassin's CreedIndia,na,"
 JOB DESCRIPTION
 

Summary
 The incumbent will determine, prepare and adapt the graphic tools. Whenever possible, he/she will take part in selecting the 3d production applications and establish the work methods. The incumbent will train the artists on methods and tools and supervise the integration of art assets in the game engine.
 
Responsibilities:

 Be familiar with the graphics design documents and concepts, to be able to determine the graphics technical needs for the projects
 Test the engine, request enhancements, verify all engine-related documents and modify or draft new documents whenever necessary
 Develop or determine tools (e.g. 3DS Max, etc.) and methods to enhance and facilitate work of the graphics team
 Test tools before they are deployed and ensure that they function properly throughout the production process
 Create, organize and lead training sessions for graphics team members about how to properly use the tools and methods
 Draft documents on tools, methods, training sessions, processes and engine constraints for future reference
 Provide constant technical support for tools and the engine to all the team members
 Be proactive by foreseeing technological issues and needs before they occur
 Supervise the graphics design, integration and validation of graphic data in the engine
 QUALIFICATIONS
 

Requirements:

 Provedwork experience in graphic design (worked on at least 2 projectsas a Technical Artist or any other relevant experience).
 Extensive knowledge of 2D& 3D computer graphics software, game engines and platforms video game production working units Max script
 Knowledge of data safety options (e.g. Perforce, VSS, Alienbrain)
 Client focused, Well-Organized, Team Worker
 Good communication skills in both Chinese and English (spoken and written)


 Nice to Have

 Knowledge of script is strong plus (e.g. python/mel/c#/c++)
 Experience of photogrammetry or surface scanning is a strong plus
 ADDITIONAL INFORMATION
 

Why Ubisoft Shanghai
 Be a part of the most exciting and innovating video game company in China. Come to work in Shanghai, an amazing city renowned as 'Paris of the East'.
  Together with a team of multi-national professionals equipped with the cutting-edge technologies, you can be assured of an experience that is both aspirational and fulfilling.
  By working in Shanghai studio, you will also be offered with an array of career development opportunities, an abundant training resources, and moreover, a stimulating and creative work environment.
  If you're looking for this kind of job opportunity, you'll find it here at Ubisoft Shanghai.
  Join us for an exciting adventure and make great games!
",na
Hotdocs developer,"Larsen & Toubro Infotech Limited1,313 reviewsPune, Maharashtra",na,"
Job Title: Hotdocs developer 
 

Location: Pune 


Experience: 5-8 Years 


Skills: HotDocs tool, HotDocs scripting, template development 
 

Job Description


 5+ Years of experience in HotDocs tool, Document assembly software. 
Prior experience and extensive knowledge HotDocs scripting, template development, and Enterprise Application. 
Must have good analytical and logical reasoning skills. 
Ability to prioritize activities and deliver projects on time. 
Participate in IT calls, meetings and close IT action points. 
Work with experienced team members to conduct root cause analysis of issues, review new and existing code and/or perform unit testing. 
Knowledge of agile methodologies and strong team building skills. 
Extensive knowledge of the Microsoft Word and knowledge on PDF editing software such as Adobe Professional or Nuance. 
Experience or knowledge in any of the document automation Tools(Ex. Contract Express, Rocket Docket). 
Ability to adapt to changing work environments and learn new tools quickly.


 5.00-8.00 Years",3.7
Openings for Scrum Master @ Pune,"Larsen & Toubro Infotech Limited1,313 reviewsPune, Maharashtra",na,"Role - Scrum Master 
Experienced and Certified Scrum Master with 2-3 years hands on experience as scrum master. Total software industry experience 8 to 10 yrs 
Should be in position to manage 8 to 9 member's team effectively 
Guiding the team and organization on how to use Agile/Scrum practices and values to delight customers 
Guiding the team on how to get the most of our self-organization 
Guiding the team on self-organizing to fill in the intentional gaps left in the Agile/Scrum frameworks 
Assessing the Scrum Maturity of the team and organization and coaching the team to higher levels of maturity, at a pace that is sustainable and comfortable for the team and organization 
Removing impediments or guiding the team to remove impediments by finding the right personnel to remove the impediment. 

 5.00-8.00 Years",3.7
Fullstack Engineer - Java & Node.js,"Walmart236,225 reviewsBengaluru, Karnataka",na,"
About Walmart
 Human-led and tech-empowered since 2002, Walmart Global Tech India delivers innovative solutions to the biggest retailer in the world Walmart. By leveraging emerging technologies, we create omnichannel shopping experiences for our customers, across the globe and help them save money and live better. Imagine working in an environment where one line of code can make life easier for hundreds of millions of people, and put a smile on their face. Thats what we do at Walmart Global Tech. Were a team of 15,000+ software engineers, data scientists, and service professionals within Walmart, the worlds largest retailer, delivering innovations that improve how our customers shop and empower our 2.2 million associates. A core philosophy at Walmart is operating with everyday low cost (EDLC). We use technology to operate smarter and deliver everyday low prices (EDLP) to customers and members.
 Job Description
 Your Responsibility 

Drive design, development, implementation and documentation Build, test and deploy cutting edge solutions at scale, impacting associates of Walmart worldwide. Interact with Walmart engineering teams across geographies to leverage expertise and contribute to the tech community. Engage with Product Management and Business to drive the agenda, set your priorities and deliver awesome products. Drive the success of the implementation by applying technical skills, to design and build enhanced processes and technical solutions in support of strategic initiatives. Work closely with the Architects and cross functional teams and follow established practices for the delivery of solutions meeting QCD (Quality, Cost & Delivery). Within the established architectural guidelines Work with senior leadership to chart out the future roadmap of the products Participate in hiring and build teams enabling them to be high performing agile teams. Interact closely for requirements with Business owners and technical teams both within India and across the globe.

 experience_range : 4-8 years 
 skills : Java / Microservices / NodeJS / ReactJS / React native / Springboot",3.4
