Job_position,Company,requirements,rating,experience,avg_yearly_sal,work_category,education_level,job_title,State,Cities
software support engineer,multiply,require level level lead technical support engineer web based product candidate highly experienced providing excellent customer service problem escalation resolution responsibility provide level level support end user request provide troubleshooting technical support via phone web based tool email advise customer regarding product proper use address specific user issue problem escalation act liaison customer level support candidate assist customer deployment responsibility talent resourcing involved providing support level incident request treatment related priority urgency escalation treatment service level agreement slas proactive nature identifying problem advance looking continuous service improvement opportunity troubleshooting application problem solving good communication coordinating stakeholder understanding requirement define adhere process ownership cross functional service like demand management configuration release security management preparing analysis document studying challenge facing organization collection requirement regarding new enhancement documentation co ordinate team timely delivery work item highest quality preparing reviewing understanding document customer getting sign required skill ability understand web application functionality customizations knowledge m sql server solid experience problem analysis resolution software problem proven ability function self directed environment candidate able write debug m sql query strong written verbal communication skill candidate ready work rotational shift significant experience production support environment managing l l activity experience year healthcare product technical support environment job type full time regular permanentpay per monthschedule day shifteducation bachelor preferred experience technical support year preferred mysql year preferred support year preferred,,,360000.0,2,1,0,13,7
software developer,ramanbyte technologiesbhugaon,company ramanbyte evolved vision reform education system india world vision amend way learning imparted student going become future business leader entrepreneur professional thus classroom created idea redefine education ensuring learning absorption productivity hour thinking continuous innovation anattitude change world today classroom become one advanced smartlearning management system trusted among educator detail visit www ramanbyte composition hiring web developernote initial month training provided selected candidateslocation pune maharashtrajob description developer responsible developing well troubleshooting technical problem successful execution project professional determined ensure item produced line technical designsa competent technical team leader posse combination problem solving innovation skill attend several technical production challenge due technical nature job one need interact exchange idea project lead member team bid arrive good design solution job hand provides assistance technical director creating developing good project schedule working closely member technical team provides opportunity team leader identify member strength assigns task accordingly achieve maximum result delivery gather requirement analyze finally translating requirement project specificationsact reference point team member managementmanage development product according scheduled deadlinesunderstand requirement design development program product education b e b tech computer science streamsminimum mathematics physic chemistry group th standardkey skill required web developer htmlcssjava scriptasp netdot net core ntt frameworkc sql servermvc job type full time regular permanentsalary per yearbenefits health insuranceschedule day shifteducation bachelor preferred experience net year preferred sql year preferred,,,500000.0,2,1,0,13,7
senior software developer,infixon technology llp,full stack developer experience skill set nodejsreactjsmongodbexpressjspythonsqlrest apithird part integrationjob type full time part time regular permanent fresherpart time hour per weeksalary per yearbenefits flexible scheduleinternet reimbursementwork homeschedule day shiftflexible shiftsupplemental pay overtime payperformance bonusyearly bonuscovid consideration everyone required wear mask use hand sanitisereducation bachelor required experience total work year required,,,425000.0,2,1,0,6,21
software qa engineer,pixentech pvt hitec city,participate actively functional system regression testing activity create detailed comprehensive well structured test case script develop test case prioritize testing activity execute planned testing task report defect provide timely accurate analysis finding prepare report related testing carried ensure tested related work carried per defined standard procedure work closely development team within qa team analyze debug resolve issue participate product functional review test specification documentation review communicate effectively finding reporting manager utilize analytical skill determining root cause problemsdemonstrates ability multi task prioritize responsibility based changing requirement urgent customer problem work problem diverse scope analysis data requires evaluation identifiable factor work reporting manager understand testing specific connector test different aspect connector like functional testing non functional testing performance stress longevity etc test connector ui run time aspect participate daily sprint discussion provide updatesjob type full time regular permanentsalary per yearbenefits provident fundwork homeschedule flexible shiftmonday fridaysupplemental pay performance bonuseducation bachelor preferred experience total work year preferred software development year preferred html year preferred expected start date,,,500000.0,2,1,0,23,4
sql developer,teambrite solutionspark street,designation sql developerworking day day monday fridayworking timing pmworking mode work officeinterview mode round round google meet technical round technical roundhr roundnotice period immediate joiner candidate willing relocate kolkata preferredkey skill good knowledge stored procedure trigger view function etc apply sql server service pack hot fix cu monitor sql server sql server agent error log application system log database log growth cpu memory disk utilization role responsibility sql server developer installation configuration create monitor manage maintain sql job backup recovery database database design creation creating logins user assigning role actively involved system performance tuning sql query stored procedure using sql profiler database engine tuning advisor window performance monitor dmvs dbcc resource governor data collection report custom script built performance report activity monitor monitoring troubleshooting database experience analysing sql server performance using performance counter preparing performance analysis report troubleshooting disk cpu memory bottleneck experience truncation log file shrinking database file activity configuring database mail automation alert database block tracking database growth moving database file error log file one drive drive responsible monitoring making decision performance tuning high cpu memory issue index fragmentation updating statistic server profiler handled large database estate managed gb size database install configure database monitoring tool plan instance upgrade migration patching experience application dba support deployment activity o level activity related database task window administration job type full time regular permanentsalary per yearschedule day shiftexperience total work year preferred,,,600000.0,2,0,0,27,6
software engineer,itechmanage,job experienced candidate fresher please apply please fill short form apply job http form gle rpt opvscssmqbw note form mandatory considered job job company product based company building application platform business application sharepoint office hiring young talented individual looking career learn grow create impact future business application software development engineer building business application framework application work learn many new technology including window server sql server office sharepoint active directory required skill good knowledge web technology microsoft net good aptitude problem solving skillsnice experience microsoft sharepoint good written spoken english communication skillshttp www itechmanage comjob type full timepay per yearbenefits health insuranceschedule day shifteducation bachelor preferred experience total work year required,,,955783.0,2,1,0,23,4
sr python developer,latent bridge,end end development experience automation anywhere exposure phase rpa process understanding documenting process development code review test release sdlc worked ba demonstrate understanding process map pdd process definition document pdd candidate must hand experience solution design automation flow preparation solution design document sdd able generate development specification document candidate need demonstrate knowledge aa rpa toolsets asset knowledge automation effort estimation demonstrate capability assessing technical feasibility automation advise best technology option solve customer problem knowledge code deployment tool like jira bitbucket devops good communication skill experience working project diverse stakeholdersjob type full time regular permanentsalary per yearbenefits flexible schedulework homeschedule flexible shiftmorning shiftapplication question notice period able join within day current salary expected salary automation anywhere certification education bachelor preferred experience python year required automation year preferred robotics process automation year preferred jira year preferred,,,1800000.0,2,1,0,10,2
net developer,etrendsborivali,global provider web based grc solution brand name laser specifically area risk legal compliance internal audit reporting internal financial control management system date successfully deployed laser product across companiesof varying size complexity business technology sector india uk u north australia africa middle east looking self driven net developer work u basic requirementsworking web application development using asp net c working webforms mvc web form added advantage fast growing hybrid work culture timing pmlocation borivalijob type full time regular permanentsalary per monthbenefits commuter assistanceflexible schedulehealth insuranceinternet reimbursementleave encashmentpaid sick timeprovident fundwork homeschedule day shiftsupplemental pay overtime payyearly bonusability commute relocate borivali mumbai maharashtra reliably commute planning relocate starting work required education bachelor preferred experience net year preferred total work year preferred speak employer xxxxxxxxxx,,,4200000.0,2,1,0,13,0
frontend developer reactjs remote,dashclicks,looking ardent react j developer year experience join team front end development specialist front end developer responsible developing implementing user interface component using react j concept workflow redux flux also responsible analysing improving front end performance documenting codebase ensure success react j developer depth knowledge javascript react concept excellent coding skill good understanding progressive web application able design build advanced user interface component enhance application performance qualification depth understanding client side development hand coding html cs javascript e jquery minimum year experience frontend development preferred strong experience using client side mv framework reactjs node j webgl threejs nextjs redux top notch programming skill experience writing code robust software design experience responsive design cross browser compatibility website performance knowledge front end cs framework like bootstrap material ui strong proficiency javascript including dom manipulation javascript object model working knowledge latest development tool technique familiarity restful apis code versioning tool git demonstrated ability handle multiple project simultaneously effectively managing priority communicating progress bachelor degree computer science information technology similar field work alongside lead developer review implement application requirement interface design identify web based user interaction develop highly responsive user interface component using react concept develop expand feature product using variety programming language provide advanced level software programming various technical project create implement highly functional efficient front end critical technology area high traffic consumer facing service join cross functional software development team high stake strategic project contribute expertly daily coding task assigned responsible development new highly responsive web based user interface flexible well structured front end architecture along apis support work within agile group produce well designed testable efficient code timely manner meet delivery timeline interact closely client ui ux designer gather refine specification requirement based technical need stay tuned emerging technology industry trend apply daily operation activity debug test fix error document code development procedure revision smart front end developer react j plan design develop highly responsive efficient frontend shining career ready thing make u world leading white label marketing software development company outsource fulfilment service offer fully white labelled dashboard allowing user client log see account progress offer educational prospecting tool help business generate growth revenue bring table competitive base pay benefit package exciting growth plan chance work professional across various area expertise product loved marketing agency worldwide hour day day week working structure chance learn grow fast paced environment driving transformational growth brand fully remote work offer chance balance professional personal life come join u journey looking forward talent like job type full timesalary per yearbenefits health insurancepaid time offprovident fundwork homeschedule day shiftmonday fridaysupplemental pay overtime payyearly bonus,,,60000.0,2,1,0,37,1105
full stack developer,sdora consulting pvt,hi greeting sdora consultant pvt ltd urgent hiring full stack developer design develop restful api webservices cloud platform service consumptiongather refine specification requirement based technical need analyse optimise performance reliability front end application build responsive web application using react jsbuilding microservices factor app pattern pivotal cloud foundry pcf create maintain software automation using ci cddeliver integrate microservices web mobile application follow agile software methodology development write automated unit feature regression test suite hand experience java web framework tool including java jee python springboot framework redis aerospike reactjs kafka mongodb cloud foundry similar cloud technology aws devops cicd knowledge e g git jenkins sonar qube docker unit test test driven developmentfamiliarity database technology preferably mariadb mysql nosqlyou able develop service constitute front back applicationsobject oriented analysis design using common design patternsknowledge different domain programming language client environmentsknowledge containerization kubernetes added advantageregardspriyanka rawatit recruiterjob type full time regular permanentsalary per yearbenefits health insuranceschedule day shiftsupplemental pay performance bonusquarterly bonuseducation bachelor preferred,,,900000.0,2,1,0,26,63
wordpress developer,leap bound digital solution llp,wordpress developer job descriptionlooking wordpress developer responsible back end front end development creating wordpress theme plugins position also requires programming skill like php html cs javascript aesthetic design arrangement screen color font choice etc strong experience responsive adaptive design also understanding entire web development process including design development deployment preferred job responsibility minimum year experience technology experience php mysql wordpress twig html cs javascript jquery linux window environment knowledge elementor wp bakery similar page builder knowledge woocommerce website build custom wordpress theme plugins widget shortcodes template scratch using php twig wordpress block editor build user friendly backend administrator manage content website development debugging maintenance existing new wordpress website designing implementing new feature functionality ensuring high performance availability managing technical aspect cmsjob type full timesalary per monthbenefits work homeschedule day shifteducation bachelor preferred experience total work year required wordpress year required,,,300000.0,2,1,0,32,1
ui developer intern,spikingnet technology pvt greater,candidate work ui development application must following skill ui development knowledgejava python languagegood analytical skillgood design skillgood communication skilljob type full time internshipcontract length monthssalary per yearschedule day shifteducation bachelor preferred experience angular year preferred total work year preferred html year preferred license certification magneto preferred expected start date,,,150000.0,2,1,0,26,63
jr software developer,placementsworld,greeting opening jr software developer position java python php android web development react jsinterested candidate contact u detail job type full time regular permanentsalary per yearbenefits health insuranceinternet reimbursementprovident fundwork homeschedule day shiftflexible shiftmonday fridaysupplemental pay performance bonusyearly bonuscovid consideration sanitisers social distancing education bachelor preferred language english preferred speak employer xxxxxxxxxx,,,330000.0,2,1,0,23,4
full stack developer,prograd,note kindly apply original resume descriptionexperience developing desktop mobile optional applicationsfamiliarity common stacksknowledge least one front end language library e g html cs javascript xml knowledge java common design patternsknowledge least one java framework e g spring strut javascript framework e g angular react node j familiarity database e g mysql mongodb web server e g apache knowledge microservices architecture service oriented architecture soa message oriented middleware e g activemq rabbitmq added advantage excellent communication teamwork skillsgreat attention detailanalytical mindset problem solving skillsnotes year experience preferred degree master computer science similar fieldremote working working co working space occasionallywillingness travel add onbenefitsgeneralsalaries matching industry standardsfamily health insuranceoption work independent contractor u entitydesign salary structure choosing wide range tax saving optionshighlightsaviation maritime domain exposure business knowledgeconnectivity content engineering business knowledgeopportunity work cross functional teamsenterprise product end end experience direct customer feedbacktravel entertainment discount cruise optional benefitsperformance based bonusinternational travel vacation cruise flight end user experienceopportunity work across team organization note kindly apply original resume job type full time regular permanentsalary per yearschedule day shiftapplication question expertise one html cs javascript xml notice period experience full stack development year required java year required,,,1750000.0,2,2,0,22,5
house sr ui ux designer html developer,sr ia study pvt,house positiondesign web applicationdesign mobile applicationadob xd figmawireframinggraduatejob type full time part time regular permanent contractual temporary freelancecontract length monthspart time hour per weeksalary per monthschedule day shiftflexible shiftmorning shiftapplication question freelancer candidate need available meeting gurgaon office weekly experience total work year required expected start date,,,360000.0,2,3,0,7,47
node j developer,binary code technology,responsibilitiesintegration user facing element developed front end developer server side logicwriting reusable testable efficient codedesign implementation low latency high availability performant applicationsimplementation security data protectionintegration data storage solution may include database key value store blob store etc skill qualification strong proficiency javascript coffeescript depending technology stack knowledge node j framework available express strongloop etc depending technology stack understanding nature asynchronous programming quirk workaroundsgood understanding server side templating language jade ejs etc depending technology stack good understanding server side cs preprocessors stylus le etc depending technology stack basic understanding front end technology html cs understanding accessibility security compliance depending specific project user authentication authorization multiple system server environmentsintegration multiple data source database one systemunderstanding fundamental design principle behind scalable applicationunderstanding difference multiple delivery platform mobile v desktop optimizing output match specific platformcreating database schema represent support business processesimplementing automated testing platform unit testsproficient understanding code versioning tool gitjob type full time regular permanentsalary per monthbenefits work homeschedule day shifteducation bachelor preferred,,,480000.0,2,1,0,13,7
java developer,mobile programming india pvt,job description java full stack developer primary skill java microservices spring spring boot core java angular reactjssecondary skill karma jasmine junit jmeter aws exposure good technical skill mandatory year software development experience strong core java java experienced rest web service hand experience working spring spring boot microservices hibernate java design principle pattern year experience developing appsroles responsibilitieswrite maintain code using technical specification update existing application develop new application utilize programming principle tool technique write application code ensure compliance established architecture design pattern policy standard best practice support continuous improvement investigating alternative technology presenting architectural reviewprepare test case strategy unit testing integration testingqualificationstrong understanding algorithm data structure system designexperience full stack web development using angular html cs java plus devops knowledge plusexperience database requiredexperience aws cloud platform plusexperience implementing unit test frontend karma jasmine backend junits excellent communication teamwork skilllocation panchkula mohali gurugram bangalore chennai pune dehradun hyderabadimmediate joiner preferred notice period day lessnote currently hiring freshersmobile programming iso certified firm founded leading edge technology consulting company focused delivering best cost effective solution client developed hundred application different mobile platform paralleled los angeles unified school district metropolitan transportation authority new york several fortune company like novartis amgen headquartered new york u location include florida los angeles santa clara india india development center gurugram bengaluru pune hyderabad chennai chandigarh mohali panchkula dehradun job type full time regular permanentsalary per yearbenefits provident fundschedule morning shiftapplication question given offer join u immediately serving notice period notice period would serve education bachelor preferred experience total work year required java year required,3.8,,925000.0,2,1,0,7,47
angular developer fresher,stealth technocrat pvt,skill required proven experience angular developershould work experience latest version angular knowledge typescript oops concept good understanding htlm cs sc cs frameworkshould capable translating design provided html cs able revise debug update refactor codeshould able understand software lifecycle determine change needed per feedback observation testing professional good knowledge latest tool technology enhance feature performance application knowledge nodejs plusjob type full timesalary per monthschedule day shiftability commute relocate mohali punjab reliably commute planning relocate starting work preferred education bachelor preferred speak employer xxxxxxxxxx,,,240000.0,2,1,0,19,265
php laravel developer,cimet vconnex pvt,vconnex pvt ltd jaipurcimet comparison software leadercimet australian company provides comparison service many brand australia mission help customer live financial best save everyday utility job descriptionwe looking php laravel developer build web application company role design create project using laravel framework php assist team delivering high quality web application service tool business responsibility year experience core php mvc based framework laravel must candidate must good hand client end technology like xhtml cs javascript candidate must good proficiency oops concept agile methodology develop record maintain cutting edge web based php application portal plus premium service platform build innovative state art application collaborate user experience ux team prepare maintain application utilizing standard development tool utilize backend data service contribute increase existing data service api lead entire web application development life cycle right concept stage delivery post launch support convey effectively task progress evaluation suggestion schedule along technical process issue experience working performing unit testing managing apis rest understanding fundamental design principle behind scalable application solve complex performance problem architectural challenge candidate knowledge user authentication authorization multiple system server environment candidate possessing skill front end vue j react j added advantage along development skill debugging skill required problem solving skill critical mindset candidate must sincere adaptive complaint nature appreciated must responsible timely delivery project per plan high degree accuracy convey effectively task progress evaluation suggestion schedule along technical process issue requirement qualification previous working experience php laravel developer minimum year b m degree computer science engineering depth knowledge object oriented php laravel php frameworkwhat offer competitive salary depending upon experience freedom personal growth development role peer learning environment manager invested employee growth australian holiday private health carework officewww cimet com aujob type full time regular permanentsalary per yearschedule day shiftability commute relocate jaipur rajasthan reliably commute planning relocate starting work required experience php year preferred laravel year preferred,,,1100000.0,2,0,0,20,8
software test engineer,infoway technology solution limited,looking skilled software test engineer join qa team software test engineer responsible evaluating software function designing test protocol ensure product work intended also responsible completing testing procedure suggesting performance change preparing performance report development manager job type full time regular permanent freshersalary per monthbenefits flexible schedulefood allowancehealth insuranceschedule day shiftmorning shiftnight shiftsupplemental pay commission payovertime payperformance bonusyearly bonuseducation bachelor preferred experience manual testing year preferred software quality assurance occupation year preferred total work year preferred,,,283056.0,2,1,0,13,7
java developer,searchblox software inc,job title java developerresponsibilities lead effort across team design implement major piece searchblox enterprise search platformlead example hand engineer contributing tested high quality production ready coderesolve complex technical issue drive innovation improves search scalability relevancy user experience work closely technology leadership teamwhat ability work core java j eeshould knowledge unix platformelasticsearchpreferred good rest api servicesawsrustnatural language processing nlp key qualification education graduate computer science similar minimum year shown experience year java developmentwhy join searchblox searchblox outstanding opportunity shape development one leading insight engine enterprise search engine available market today chance use skill originality push boundary possible nlp search challenged alone joining team diverse innovator driven go beyond status quo craft come next job type full time regular permanentpay per monthbenefits health insurancework homeschedule monday fridaysupplemental pay yearly bonuseducation bachelor preferred experience java development year preferred,4.9,,900000.0,2,3,0,10,2
python django developer fresher,infox technology,candidate kerala malayalam knowing outsider apply infox technology one leading software company kochi looking fresher candidate kerala circle decade experience software field providing fresher candidate opportunity get placed company good salary package salary package best industry fresher python django developer skill base programing skill python c c analytic problem solving skill ability read absorb technical research material knowlege clustering classification algorithm basic understanding tensor flow tool language english malayalamnote fresher kerala non keralites know malayalam work home good salary job type full time regular permanent freshersalary per monthbenefits paid sick timepaid time offwork homeschedule day shiftsupplemental pay performance bonuseducation bachelor preferred,4.0,,180000.0,2,1,0,11,67
software developer,compendious med work pvt,let take step towards digital environment cmw design code create build well collaborate new sense digital marketing technology emphasize professionalism also enhance performance let move forward take new challenge learn new thing looking passionate javascript developer responsible front end platform related duty developing design complicated application analyzing code javascript developer responsibility include optimizing application ensuring ui ux feasibility implementing api design architecture successful javascript developer understanding web markup expert knowledge javascript ultimately quality javascript developer able work fast paced environment implement complex design specification javascript developer responsibility building sustainable coding may used future ensuring feasibility ui ux design enhancing performance main front end website modifying design specification complex application analyzing code requirement system risk software reliability collaborating front end back end web developer javascript developer requirement degree computer science engineering mi related field extensive knowledge understanding javascript experience javascript library e g extjs backbone j angular j proficiency browser rendering behavior performance experience front end tool e g grunt gulp j sound understanding web markup html job type full timesalary per monthschedule day shiftexperience total work year required front end developer year required,,,390000.0,2,0,0,26,10
software engineer dotnet,prodevbase technology pvt,looking dotnet trained candidatesexp freshersshould well versed front end technologiesgood codingexcellent communicational skillsjob type full time regular permanent fresherpay per yearschedule day shiftmonday fridayeducation bachelor preferred work remotely temporarily due covid,,,200000.0,2,1,0,23,4
software developer,itera solution,looking software developer build application using reactjs nodejs work developer product manager throughout agile software development life cycle role team player keen eye detail problem solving skill goal build efficient program system serve user need responsibility work developer design algorithm flowchartsproduce clean efficient code based specificationsintegrate software component third party programsverify deploy program systemstroubleshoot debug upgrade existing softwaregather evaluate user feedbackrecommend execute improvementscreate technical documentation reference reportingrequirements skillsproven experience software developer software engineer similar rolefamiliarity agile development methodologiesexperience software design development test driven environmentknowledge coding language reactjs nodejsexperience database mongodb postgresqlability learn new language technologiesexcellent communication skillsresourcefulness troubleshooting aptitudeattention detailbe bsc computer science related fieldjob type full time regular permanentpay per yearschedule morning shifteducation bachelor preferred experience react year preferred total work year preferred node j year preferred,,,325000.0,2,1,0,22,37
web developer,technowell enterprise service private limited,skill set required core php laravel html cs mysql javascript jquery bootstrap node j postgresqljob description work closely team completing project ensure smooth operation web process infrastructure document development process architecture standard component refactor optimize improve existing codebase maintenance scale troubleshoot test maintain core product software database ensure strongoptimization functionality develop deploy new feature facilitate related procedure tool necessary requirement knowledge core php php web framework laravel good understanding front end technology javascript html cs good understanding relational database skill mysql understanding mvc design pattern knowledge object oriented php programming experience gi programming application deadline job type full timesalary per monthschedule day shifteducation master preferred experience cs year preferred total work year preferred html year preferred work remotely,,,1020000.0,2,2,0,26,63
angular developer,appzlogic,looking angularjs developer responsible implementing complete user interface form mobile desktop web app focus performance thorough understanding component platform infrastructure required responsibilitiesdelivering complete front end applicationensuring high performance mobile desktopwriting tested idiomatic documented javascript html csscoordinating workflow graphic designer html coder yourselfcooperating back end developer process building restful apicommunicating external web servicesskills qualificationsproficiency javascript html professional precise communication skillsdeep knowledge angularjs practice commonly used module based extensive work experiencecreating self contained reusable testable module componentsensuring clear dependency chain regard app logic well file systemability provide seo solution single page appsextensive knowledge cs j method providing performant visual effect keeping framerate fps timesthorough understanding responsibility platform database api caching layer proxy web service used systemvalidating user action client side providing responsive feedbackwriting non blocking code resorting advanced technique multi threading neededcreating custom general use module component extend element module core angularjsexperience level operation available front end creating xhrs vanilla j using custom wrapper around resourceexperience building infrastructure serving front end app assetsarchitecting automating build process production using task runner scriptsdocumenting code inline using jsdoc conventionswriting extensive unit test using automated tdd taskscreating e e test suite component running protractor well reasoned alternative creating configuration build test script continuous integration environmentsjob type full timesalary per monthschedule day shifteducation bachelor preferred experience total work year required software development year preferred angular j year required,,,420000.0,2,1,0,26,63
node j developer reactjs developer,ahom technology private limited,work officenode j developer responsibility developing maintaining server side network component ensuring optimal performance central database responsiveness front end request collaborating front end developer integration element designing customer facing ui back end service various business process developing high performance application writing testable reusable efficient code implementing effective security protocol data protection measure storage solution running diagnostic test repairing defect providing technical support documenting node j process including database schema well preparing report recommending implementing improvement process technology keeping informed advancement field node j development node j developer requirement bachelor degree computer science information science similar least two year experience node j developer extensive knowledge javascript web stack library framework knowledge front end technology html cs superb interpersonal communication collaboration skill exceptional analytical problem solving aptitude great organizational time management skill availability resolve urgent web application issue outside business hour job type full time regular permanentsalary per monthschedule day shifteducation bachelor preferred experience react native nodejs year preferred software development year preferred html year preferred,,,337062.0,2,1,0,7,47
wordpress developer,logicwell technology pvt,logicwell technology looking experienced passionate wordpress developer join team wordpress developer company responsible back end front end development including creating maintaining wordpress website expecting strong understanding latest industry trend content management system selected candidate responsible following designing implementing new feature functionality establishing guiding website architecture ensuring high performance availability managing technical aspect cm helping formulate effective responsive design turning working blog dynamic e commerce woocommerce website good understanding front end technology including html cs javascript jquery experience building user interface website web application ability understand cs change ramification ensure consistent style across platform browser ability convert comprehensive layout wireframes working html page strong understanding php back end development edge website migration deployment shared vps staging hosting number position designation senior wordpress developer wordpress developer junior wordpress developerjob type full time regular permanentjob mode hybrid office home salary slab per monthjob type full timepay per monthjob type full time regular permanentpay per monthschedule day shiftcovid consideration mask mandatory education bachelor preferred experience back end developer year required total work year preferred wordpress year required,,,293880.0,2,1,2,26,63
power bi developer,right head india,greeting righthead india role power biwhat responsibility common power bi developer job specify design build support data warehousing bi solutionscreate dashboard kpis show business performance managementdesign maintain data model used reporting analyticshelp broader team identify new feature business opportunity analysisbuild various data visualization tell story trend pattern outliersmonitor tune bi tool ensure optimum level performanceprovide update customer business staff timely basis project tasksensure data accuracy validating data new existing toolssupport upgrade configuration troubleshooting business intelligence toolsresponsible program design coding testing debugging documentationlead ad hoc business deep dive analysis present finding senior leadershipmodify existing report extract dashboard cube necessarycollect analyze share data help make strategic product decisionsmaintain current inventory report publishes information usersidentify development need order improve streamline operationsprepare detailed specification program writtenown design development automated solution recurring reporting depth analysiswhat typical qualification power bi developer job bachelor graduate degree computer science engineering mathematics information systemsexperience sql sql server etl ssrs ssis ssa software system programsexperience agile python redshift cloud tsql r language software systemsfluent statistic datasets scriptinga problem solver critical thinkerfamiliar version control relational databasescandidate contect xxxxxxxxxxjob type full timeschedule day shiftexperience software development occupation year preferred total work year preferred,,,0.0,2,1,2,26,63
qa software engineer,mabzone solution,job descriptionmabzone solution hiring qa engineer experience yrslocation mohalijob description year experience software tester similar roleability handle multiple task simultaneouslyability work fast paced environment minimal supervisiongood time management skillsgreat interpersonal communication skillsresponsibilities analysing user story use case requirement validity feasibilitycollaborate closely team member departmentsexecute level testing system integration regression detect track software defect inconsistenciesprovide timely solutionsapply quality engineering principal throughout agile product lifecycleprovide support documentationshifts timing pmworking day daysour culturetechnology queer thing brings great gift one hand stab back sincere work crazy workplace bunch creative innovative people passionate technology curious people life next engaging heart mind hand talent mabzone solution sustainable source competitive advantage top reason work u quality work quality life finding happy balance work friend family mabzone solution giving quality work snack house fun friday activity job type full time regular permanentsalary per monthschedule day shiftsupplemental pay joining bonusovertime payexperience manual tester year preferred speak employer xxxxxxxxxx,,,0.0,2,0,0,19,265
php laravel developer,lawrbit lextech india pvt,responsibility dutiesjob summarywe looking add confident experienced php developer expanding team looking someone afraid bring new idea table autonomous role get plenty opportunity learn new tool deep knowledge latest version laravel along confident laravel developer also skill experience working front end development deep capability laravel bootstrap javascript job description delivery high quality efficient code improving overall quality application speed new feature delivery communicate effectively team member stakeholder able work effectively part team sharing knowledge experiencerequirementsfamiliar sql php web framework laravel develop execute end end integration apis good attitude responsible disciplined constant self initiated learning new technology energetic fresher encouraged applyeducation b e b tech bca mca diplomasexperiencephp yearslaravel year preferred job type full time regular permanentpay per yearbenefits leave encashmentpaid sick timepaid time offprovident fundschedule day shiftsupplemental pay performance bonuseducation bachelor preferred,,,350000.0,2,1,0,20,8
senior software engineer ii lead remote,akamai technology,would enjoy protecting world leading brand enjoy problem solving coding using full stack development join highly skilled data experience team data experience team dx owns operates big data system collect process aggregate store akamai data purpose log delivery analytics reporting visualization dx system currently receive pb day data process trillion record per day data engineering team within dx responsibility design develop maintain big data application shape future security product software engineer senior ii lead build highly usable reliable scalable web application apis work modern architecture creating sophisticated web application akamai customer time may act subject matter expert application software engineer senior ii lead responsible develop scalable secure rest based api endpoint standard developer experience design develop integrate application ui well backend apis utilized akamai customer engineering team complete ownership end end product design architecture development critical customer facing application focusing scalability usability performance robustness collaborating engineer architect technical team craft first class technical implementation working closely product program management identify risk solve problem maintain progress communicating clearly stakeholder progress roadblock timeline love successful role year relevant experience java java enterprise edition bachelor master degree c equivalent experience developing rest apis along framework spring hibernate equivalent framework reactive programming apis library experience javascript development framework angular reactjs like aligning ux best practice experience database specially coding well structured sqls managing small team engineer demonstrate effective interpersonal organizational communication skill ability work effectively across different team experience database json container e docker ci cd tool e jenkins maven version control software e git server e tomcat jetty understanding modern design principle asynchronous programming analytical problem solving troubleshooting decision making skill work way work recognize everyone different way people want work deliver best different everyone role offer following flexible working pattern happy discus flexible working option role please discus requirement recruiter apply working u akamai curious innovative collaborative tenacious celebrate diversity thought hold unwavering belief make meaningful difference team use global perspective put customer forefront everything people centric thrive working akamai provide opportunity grow flourish achieve great thing benefit option designed meet individual need today future provide benefit surrounding aspect life health finance family time work time pursuing endeavor benefit plan option designed meet individual need budget today future u innovating global scale deliver customer fast smart secure intelligent edge platform working backdrop digital collaboration highly skilled team build progressive solution scope transform entertainment business life way yet imagine join u seeking opportunity learn make real impact global technology company come join u learn team people energize inspire,4.1,,0.0,0,1,2,10,2
