Job_position,Company,Location,Salary,requirements,rating,experience,posting_frequency
ReactJS Developer,SRILEKHA HOMES PVT LTD,"Hyderabad, Telangana","2,87,682 - 13,05,064 a year","Looking for expert developers in React JS, who should design and implement user interface components for JavaScript-based web application using the React open…",-99.0,na,1.0
Web Developer,Mamma Marketing,"Delhi, Delhi","800 - 1,700 a day","We hope to find someone who can potentially manage the other web developers and also app developers.Once pages are complete on mobile, desktop, tablet; move…",-99.0,Total work: 3 years,1.0
Python Programmer/Web Page Developer,"IntellaWaste, Inc.","New Delhi, Delhi",731 an hour,Some of the specifics of the job are that we work in Linux or MacOS using Python and Django for our back-end/server and React for the front-end.,-99.0,na,1.0
Software Developer (.Net),Vivotex India,"Bengaluru, Karnataka","3,45,829 - 15,37,835 a year","NET framework, SQL Server and design/architectural patterns (e.g. Model-View-Controller (MVC).Total work: 4 years (Preferred).Knowledge of REST and RPC APIs.",-99.0,na,1.0
Web Designer & Developer,Dexter Media,"Noida, Uttar Pradesh","15,000 - 25,000 a month","Modifying plugins, changing themes, copying other popular websites, and converting them into WordPress back-end.Total work: 3 years (Required).",-99.0,Wordpress: 1 yearWeb designing: 2 yearsTotal work: 3 years,1.0
Software Engineer Trainee,Mstack Innovation Labs,"Kochi, Kerala","10,000 - 20,000 a month",Analyze and translate business requirements into technology requirements.Test software systems to ensure adherence to requirements.,-99.0,na,1.0
Software Development Engineer,Shunya Technologies Pvt Ltd,"Noida, Uttar Pradesh","55,000 - 70,000 a month","2 - 4 years of relevant in building large scale applications or products.A “Bring It On” attitude; bias for action; self-driven, end-to-end ownership,…",-99.0,Work: 4 yearsTotal work: 4 yearsBachelor's,1.0
Software Engineering Intern (6 months),Shipsy,"Gurgaon, Haryana",na,Suggest architecture changes and design patterns based on existing application code and business rules.We are a young group of high-caliber engineers from the…,-99.0,na,1.0
Python/Django Developer,Velikotech Solutions Pvt Ltd,"Thiruvananthapuram, Kerala","40,000 a month",Familiarity with front-end technologies (like JavaScript and HTML5).Freshers must have done any course in python.0 to 5 yrs of experience required.,-99.0,na,1.0
Associate Software Engineer,Codilar Technologies Pvt. Ltd.,"Bengaluru, Karnataka",na,"Businesses. With a strong domain expertise in eCommerce portal development as a backbone and handpicked technology leaders, we make a wonderful team driving…",-99.0,Secondary(10th Pass),1.0
Software Developer,Comvision (India) Pvt Ltd,"Gurgaon, Haryana","2,44,970 - 11,46,183 a year",Have strong knowledge and hands-on experience with the .Have experience in Windows application development.Have knowledge of git tools.,-99.0,na,1.0
Software Testing Engineer (web and mobile apps),Pi US SYSTEMS,"Hyderabad, Telangana","12,000 - 30,000 a month","Experience in testing web-based applications, portals and mobile apps.Test and prove that the software meets customer requirements.",-99.0,na,1.0
Unity Developer,WebCoir IT Solutions Pvt Ltd,"Noida, Uttar Pradesh","3,60,000 a year","Excellent knowledge of Unity, including scripting, textures, animation, GUI styles, user session management, current design and architectural patterns.",-99.0,Software Development: 2 yearsCharacter and Motion Creation: 2 yearsUnity Game Development: 2 years,1.0
Junior Software Developer,Parakh Online Pvt Ltd,"New Delhi, Delhi","5,00,000 - 7,00,000 a year","Experience in developing web applications using at least one popular web framework ( MVC).Ideally, the candidate should be able to build high-quality,…",-99.0,na,1.0
Spring Boot Developer,Shivit Technologies Pvt Ltd,"Noida, Uttar Pradesh","5,000 - 6,000 a month","Java developer fresher* is responsible for many duties throughout the development life cycle of applications, from concept and design right through to testing…",-99.0,na,1.0
Java/J2EE Developer,EShop2All,"Noida, Uttar Pradesh","2,16,904 - 5,50,881 a year","Good knowledge and hands on experience in development of enterprise application using Java / J2EE including EJB, JDBC, RMI.*.Temporarily due to COVID-19.",-99.0,na,1.0
Front End Developer Intern,Skill-Lync,"Chennai, Tamil Nadu","18,000 a month",The position requires an experienced and ambitious candidate who is passionate about technology and is self-driven.Optimize applications for maximum speed.,-99.0,na,1.0
Software Engineer,EShop2All,"Noida, Uttar Pradesh","2,05,315 - 5,50,000 a year","Good knowledge and hands on experience in development of enterprise application using Java / J2EE including EJB, JDBC, RMI.*.",-99.0,na,1.0
Front End Developer ReactJS,Edupillar,"Delhi, Delhi","15,110 - 22,576 a month",Experience with Redux is an added bonus.Knowledge of git (or similar version control systems) is an added bonus.1+ year experience in React and JavaScript.,-99.0,ReactJS: 1 year,1.0
Software Developer,Ice Software,Remote,na,"At least 3 years experience in the relevant technology.Software development: 3 years (Required).Ice Software*, https://www.iceindia.com/ , is seeking work…",-99.0,Software development: 3 years,1.0
Database Engineer/ Software Developer,CCS Computers,"New Delhi, Delhi",na,Database/portal development and installation/testing for new databases/applications developed at IBDC.Mirroring/porting of leading biological data repositories…,-99.0,na,1.0
Front End Developer,PESU VENTURE LABS,"Bengaluru, Karnataka","50,000 a month","Hosting of applications/websites and live applications deployed in the market.To create, launch, and manage web and mobile properties.",-99.0,HTML/CSS: 5 yearsBachelor's,1.0
Software Development Internship,FCI CCM Incorporation,"Delhi, Delhi","15,000 a month","FCI provides customer communication management solutions and services to help organizations meet their business goals, support regulatory compliance, and drive…",-99.0,na,1.0
ReactJS Developer,Clavax Technologies Pvt Ltd,"Gurgaon, Haryana","3,00,000 - 5,00,000 a year","You should be up-to-date with new specifications (different stages), and also, using transpilers like Babel to use features from all stages.WFH till Dec 2020.",3.7,na,1.0
Awesome ReactJS Developer like you!!!,HaxoTech LLP,Remote,"12,310 - 35,000 a month","This will not be just a new job, but a new chapter of your life filled with growth and opportunities..._"" This makes no sense working for a company, that does…",-99.0,Reactjs: 1 year,1.0
Software Engineer - Frontend,Star Salons Pvt.Ltd.,"Delhi, Delhi","35,000 - 80,000 a month","Participate in all aspects of agile software development including design, implementation, and deployment.Work closely with UX designers, project managers and…",-99.0,Frontend Developer: 3 yearsJava script: 4 yearsBachelor's,1.0
Web Developer (Trainee),CodeRope,"Lucknow, Uttar Pradesh","15,000 a month","Quick learner with a great attitude and should be willing to learn new technology Basic Knowledge in HTML, Javascript, CSS, Php, Angular*.",-99.0,na,1.0
Software Developer,Softomatic,"Bhilai, Chhattisgarh",na,Fast Learner & ability to write quality code.We're hiring talented and passionate Software Developer to solve problems as we build out our new platform.,-99.0,na,1.0
Sr. Software Developer,Atlanta Systems Pvt Ltd,"Delhi, Delhi","30,000 - 40,000 a year","Working closely with other developers, UX designers, business and systems analysts.Total work: 3 years (Preferred).Testing and evaluating new programs.",-99.0,na,1.0
Web Developer,Login2design Technologies,"Jaipur, Rajasthan","10,000 - 40,000 a month",Translate detailed design architecture into a computer software application.Creation and implementation of web-based applications.Minimum 1-2 Year Experience.,-99.0,na,1.0
Python/Django Developer,Yaane Technologies,"Coimbatore, Tamil Nadu","20,000 - 40,000 a month",3-4 years of hands-on experience with the Django framework is preferred.Understanding of fundamental design principles behind a scalable application.,-99.0,Total work: 3 years,1.0
Python/Django Developer,Bonami Software Pvt. Ltd.,"Pitampura, Delhi","15,000 a month",Passionate about building quality software and scaling technology to meet the needs of tomorrow.Bonami Software is an offshore software development agency.,-99.0,Bachelor's,1.0
Jr. SOFTWARE DEVELOPER,Pietree,"Kolkata, West Bengal",na,"Vacancy for a software developer, minimum 1 year of experience.An opportunity to learn new things every day Onsite opportunities.Work 5 days a week.",-99.0,na,1.0
Android Developer,Vidclub entairtment,"Noida, Uttar Pradesh","10,000 - 25,500 a month","Need a android developer for android application Devlopment....Must know api implementation , data fetching, retrofit, workmanger, exoplayer ...",-99.0,na,1.0
Ionic Developer,Durity Pvt Ltd,"Hyderabad, Telangana","30,000 a month",(viii) Designing and developing software systems using scientific analysis and mathematical models to predict and measure outcomes and design consequences.,-99.0,Total work: 1 year,1.0
Windows GUI/Qt/Qml Software Developer,Enpass,"Gurgaon, Haryana","10,00,000 - 12,00,000 a year",Enpass Technologies Pvt. Ltd. (Gurugram) is seeking for an experienced Windows C++ GUI software developer.\* Experience with development of Qt Quick Controls 2…,-99.0,na,1.0
Android Developer,WebCoir IT Solutions Pvt Ltd,"Noida, Uttar Pradesh","3,60,000 a year","A passionate Android Developer to join our team to design and build the next generation applications.Collaborate with teams to define, design new features.",-99.0,Software Development: 2 yearsAndroid Development: 2 yearsBachelor's,1.0
Full-Stack Developer - 4231,ION,"Noida, Uttar Pradesh",na,"2-4 years of hands-on work on the entire software development lifecycle.Developed applications or analysis with large datasets, including data visualization…",3.9,na,1.0
Software Developer,Crypto Mize,"Delhi, Delhi",na,"Research, evaluate and synthesize technical information to design, develop and test computer-based systems including mobile applications.Why are we so amazing?",-99.0,na,1.0
Intern - Software Development,ANI Calls India Private Limited,"Noida, Uttar Pradesh","9,00,000 - 14,00,000 a year",Participate in all aspects of our Agile based project life cycle.Assist with the design and possibly development of production code APIs.,-99.0,na,13.0
Software Developer,Emerson,"Pune, Maharashtra",na,"Our Commercial & Residential Solutions business helps ensure human comfort and health, protect food quality and safety, advance energy efficiency and create…",3.9,na,1.0
Laravel Developer,Nibble Software Technologies Pvt Ltd,"Dwarka, Delhi, Delhi","2,40,000 - 6,00,000 a year",Integration of user-facing elements developed by front-end developers.Understanding of MVC design patterns.We are looking for a candidate who is 2-4 years of…,-99.0,Work: 2 yearsLaravel: 1 year,1.0
Dot Net Core developer,GlobalLogic,"Noida, Uttar Pradesh","80,000 a month","Ability to design, develop and implement high-quality code in a timely manner.Expected Start Date: 4/1/2021.Strong Object Oriented design and analysis skills.",3.9,OOPs: 3 yearsC#: 3 yearsDot Net Core: 2 years,1.0
Sterling Integrator Developer,Infosys Limited,"Bengaluru, Karnataka",na,You will also contribute to unit-level and organizational initiatives with an objective of providing high quality value adding solutions to customers.,3.9,na,1.0
ReactJs Developer,WorkStreet,Remote,"35,000 - 42,000 a month","Responsible for development of new highly-responsive, web-based user interface.Work and collaborate with the rest of the engineering team.",-99.0,na,1.0
Web Developer,Visiweb Solutions PVT. LTD.,"Noida, Uttar Pradesh","10,000 - 20,000 a month","Good knowledge of front-end technologies, such as HTML5, CSS3 and Bootstrap.Good knowledge of corePHP, Laravel.Salary: ₹10,000.00 - ₹20,000.00 per month.",-99.0,Work: 1 yearTotal work: 1 yearBachelor's,1.0
Software Test Engineer,Appquarterz,"Faridabad, Haryana","6,000 - 12,000 a month",All Platforms including Android & iPhone iPad OSX or any other mobile technology.We are looking for Fresher and Entry level candidates to work on Manual…,-99.0,na,1.0
MEAN Stack Developer,Muoro,"Gurgaon, Haryana","30,000 - 50,000 a month","Software development: 1 year (Preferred).Experience = 2-4 years.Hi, looking for MEAN Stack Developer,.Salary = No bar for the right candidate.",-99.0,na,1.0
Software Developer,Akshay Software Technologies Ltd,"Bengaluru, Karnataka","9,00,000 - 12,00,000 a year","Must have developed extremely good user experience design, must understand the nuances of the good user experience design.UI Design: 3 years (Required).",4.0,UI Design: 3 yearsJSON: REST API: 1 yearReact.JS: 3 years,1.0
"Software Engineer ,Senior I",Progress,"Bengaluru, Karnataka",na,"Chances are the applications and devices you use every day to have infrastructure built, deployed, secured, and run with our code.",3.8,na,6.0
Sr. Software Developer (Deployment Services),Brinqa,"Bengaluru, Karnataka","5,82,729 - 16,77,867 a year","Design various rules based on data and customer use case, keeping in mind the overall design flow for the specific implementation.",-99.0,na,47.0
Software Engineer,legatohealth.com,India,na,"2-3 years of Pega experience in design, development, coding, testing and debugging skills in PRPC.Demonstrate a strong knowledge of all aspects of Pega PRPC…",-99.0,na,1.0
PHP Web Developer required urgently,Glamourikon,"Delhi, Delhi","20,000 - 30,000 a month","Software development: 1 year (Preferred).Php codignitor devloper urgently who can work independently.Salary: ₹20,000.00 - ₹30,000.00 per month.",-99.0,na,1.0
Software Engineer,NatWest Group,"Gurgaon, Haryana",na,"You’ll apply widely agreed software engineering principles and methodologies to design, develop, test and maintain applications and services to achieve the…",3.5,na,1.0
Web Designer & Developer,Brandzbix Technologies Pvt. Ltd.,"Delhi, Delhi","22,000 - 26,000 a month",Knowledge of existing best software development practices and new technologies.Experience building user interfaces for websites and/or web applications.,-99.0,Total Work: 3 yearsWeb designing & Development: 3 yearsPhotoshop: 3 years,1.0
Backend Developer,Stride.AI,"Bengaluru, Karnataka","4,00,000 - 11,00,000 a year","Integration of user-facing elements developed by a front-end developers with server side logic.Your primary focus will be development of all server-side logic,…",-99.0,Programming: 1 yearTotal work: 1 yearBachelor's,1.0
Software Developer 2,Oracle,"Gurgaon, Haryana",na,"As a member of the software engineering division, you will apply basic to intermediate knowledge of software architecture to perform software development tasks…",3.8,na,1.0
Software Engineer - Full stack Developer,CamCom Technologies Pvt Ltd,"Bengaluru, Karnataka","9,00,000 - 12,00,000 a year","Full Stack Developers will be responsible for developing and designing front end web architecture, associated backend applications, services, databases etc.,…",-99.0,na,1.0
Software Engineer(Python Developer),amdocs,"Gurgaon, Haryana",na,"You will be challenged to design and develop new software applications.We are at the heart of the telecommunications industry working with giants such as AT&T,…",3.8,na,1.0
Software Developer,TRIPATH LOGISTICS PVT LTD,"Bengaluru, Karnataka","3,46,349 - 6,50,000 a year","Software Programmer Who can work on .Net and Core with MS SQL DB.Expected Start Date: 21/1/2021.Salary: ₹346,349.00 - ₹650,000.00 per year.",5.0,na,1.0
UI Developer / Frontend Developer,iTech Mission Pvt Ltd,"Delhi, Delhi","6,00,000 a year","The ideal candidate should have an eye for clean and artful design, possess superior UI skills and be able to translate high-level requirements into interaction…",-99.0,na,48.0
CS Cart Developer Needed / Software Engineer / Full Stack We...,saneno ltd,"Delhi, Delhi",na,"Apart from this there could applications of any nature like product development, customized application development, POC development, support to internal teams,…",-99.0,CS Cart: 2 yearsPHP: 2 yearsHTML: 1 year,138.0
"Blockchain, Hyperledger Developer",Avilogic Inc,"Delhi, Delhi","20,000 - 40,000 a month","Software development: 1 year (Required).Looking for a developer with good knowledge of Blockchain/ Hyoerledger devlopment.Job Types: Part-time, Contract.",-99.0,Software development: 1 yearWork: 1 yearBlockchain experience you have?: 1 year,69.0
Full Stack Developer,Arnowa,"New Delhi, Delhi","2,57,101 - 11,83,329 a year","The role involves engagement with the business on advising the Complete technical side of product conceptualization, development, testing, commissioning, and…",-99.0,na,90.0
Scala & Spark Developer,Inforizon Corporate Services,Remote,"1,25,000 a month",3.Needs Hands-on experience working on Kafka using Java.2.Needs hands-on experience with loading data to Hive tables using Spark/Scala.,-99.0,na,118.0
Full Stack Developer,BCT Pvt Ltd,"Delhi, Delhi","40,000 - 70,000 a month",Good understanding of Mobile App Development using Flutter or React Native.If you see yourself as an independent rock star programmer who wants to work with a…,-99.0,Total work: 1 year,1.0
"Software Engineer - Mainframes Cobol - Noida, UP",UnitedHealth Group,"Noida, Uttar Pradesh",na,"Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to,…",3.7,na,1.0
Dot Net Developer,Iverticals Web Technologies Pvt. Ltd.,"Noida, Uttar Pradesh",na,"We have urgent Hiring For Dot Net Profile .Do share your cv hr(at)iverticals(dot)in.Job Types: Full-time, Fresher.",-99.0,na,1.0
"Software Engineer/Programmer, Systems Engineer",Instatalent Recruit LLP,"Delhi, Delhi","25,00,000 a year","Have extensive technical expertise in AWS Big data Stack, distributed computing using technologies like like Spark, Storm, Flink and schema design for Data…",-99.0,na,1.0
Front End Developer,Aapastech,"Delhi, Delhi","20,000 - 1,00,000 a month","I am currently on look out for React/Frontend developer who can quickly ramp up on the technology and project, willing to learn, should be my go to person.",-99.0,na,1.0
App Developer,SysTools Software Pvt. Ltd.,"Dwarka, Delhi, Delhi","20,000 - 60,000 a month","The Application Developer processes user needs to customize software for computer programs, designs prototype applications, implements and tests source code,…",-99.0,Language: EnglishBachelor's,1.0
Full Stack Developer,3D Systems India,"Alto Provirim, Goa","2,31,523 - 10,00,000 a year","For Junior Full stack engineer position with at least 1 years of experience.Proficient in React / Angular, Node / Python / Java.Temporarily due to COVID-19.",-99.0,na,1.0
Ionic Developer,SDS Softpro Private Limited,"Noida, Uttar Pradesh","2,74,826 - 10,95,875 a year","Design and build Hybrid applications using Ionic Framework.A developer has expertise in IOS, Android, HTML5, CSS3, and other mobile frameworks/accelerators.",-99.0,na,1.0
Software Developer (Database specialist - MS SQL),Progressive Cooperative Credit Society Limited,"Lucknow, Uttar Pradesh","20,000 - 25,000 a month",3 Deploy code on server.4 Deploying and primary testing the application on Tomcat Server.11 Designing and developing the database tables and front end code 12…,-99.0,Software development: 1 year,1.0
Junior Software Developer,RR Technologies,"Hyderabad, Telangana","1,80,000 - 4,20,000 a year",Design client-side and server-side architecture Build features and applications with a mobile responsive design.Must be a Team player.,-99.0,na,1.0
Website Developer,House Of Candy (Samkan Products Pvt. Ltd.),"Delhi, Delhi","25,000 - 30,000 a month","Write well designed, testable, efficient code by using best software development practices.Create website layout/user interface by using standard HTML/CSS…",-99.0,na,1.0
Software Developer,Brambles Group,"Bengaluru, Karnataka",na,"We are an Equal Opportunity Employer and we are committed to developing a diverse workforce in which everyone is treated fairly, with respect, and has the…",-99.0,na,1.0
Required CakePHP Developer,Kwalitytech IT Services,"Noida, Uttar Pradesh","20,000 - 50,000 a month",Involvement in all aspects of the project development cycle using PHP7and OOPS concepts.This involves a brainstorming session with a development team to either…,-99.0,Cakephp: 2 yearsBachelor's,1.0
Software Developer (.Net),Tarsha Systems Pvt Ltd,"Delhi, Delhi","20,117 - 25,000 a month","NET framework, SQL Server and design/architectural patterns (e.g. Model-View-Controller (MVC)).Total work: 4 years (Required).Expected Start Date: 18/1/2021.",-99.0,.Net: 4 yearsTotal work: 4 yearsBachelor's,1.0
C++ Software developer,Allied Softech Pvt Ltd,"Baner, Pune, Maharashtra","25,000 - 45,000 a month","Expert in developing high quality software.We pride ourselves for creating simple to use, yet excellent software products.We love what we do.",-99.0,Total work: 2 yearsBachelor's,1.0
Java Spring Boot Developer,Grey Matter,Remote,"15,723 a month","Software development: 2 years (Required).Experience Required: 2 - 4 years*.Should have Technology background in one / more of these areas – Integrations,…",-99.0,Software development: 2 yearsTotal work: 2 yearsBachelor's,1.0
Django Developer,Duftar,"New Delhi, Delhi","22,000 - 30,000 a month",Minimun 3 years of experience in Django with atleast 2 projects built on Django. *.Extensive Django and Django Rest Framework expertise.,-99.0,AWS: 1 yearHTML / CSS: 1 yearDjango: 3 years,1.0
Associate Application Developer (51000263),DXC,"Bengaluru, Karnataka",na,Personal computer and business solutions software skills.Experience working with relational databases to facilitate programming software.,3.2,na,1.0
PHP Web Developer,Trionfo IT Services PVT Ltd,"Noida, Uttar Pradesh","20,000 - 35,000 a month","Looking for a PHP developer cum designer with atleast 2-3 years of experience.Knowledge on designing tools like photoshop, coral draw will be an added…",-99.0,PHP: 2 yearsTotal work: 2 yearsCore PHP,1.0
Software Developer Freshers,AspireFox,"Mohali Sas Nagar, Chandigarh","8,000 a month",Net core | NodeJs | Angular | ReactJs and have an extreme desire to work closely with industry senior engineers and passionate developers.,-99.0,na,1.0
ReactJS Developer,Snovasys Software Solutions India Private Limited,Remote,"30,000 - 60,000 a month",Software development: 3 years (Preferred).Manage 3rd Party API Integrations in code base.Knowledge in REST/JSON APIs & PUSH Notifications.,-99.0,na,1.0
Front-end Developer I,Axelerant,Remote,na,"As an Axelerant Front-end Developer I, you would be designing and implementing the look and feel of principally Drupal-based websites and related materials by…",-99.0,na,1.0
"Software Developer ( Java, Javascript, php, Andriod, Salesfo...",Dreamwares IT Solutions LLP,"Nashik, Maharashtra","15,000 - 60,000 a month","Deploying software tools, processes and metrics.Software development: 1 year (Preferred).Researching, designing, implementing and managing software programs.",-99.0,na,1.0
Web Developer,nTOP Infosec Private Limited,"Delhi, Delhi","8,000 - 15,000 a month","Working on new projects in the guidance of senior developers.Working on UI, UX and Backend.Managing applications like CRM, PMS, HRMS, etc.",-99.0,na,1.0
Software Developer Internship,Pebery Technologies Pvt. Ltd.,"Kottayam, Kerala",na,Build spectacular cross platform mobile applications and Wear OS apps using Flutter.Provide technical and functional description to Team leads and clients…,-99.0,na,1.0
Python Developer,EngineerBabu,Remote,na,Integration of user-facing elements developed by front-end developers with server side logic.Your primary focus will be the development of all server-side…,-99.0,na,1.0
Software Engineer (Android),Samaira HR Solutions,"Delhi, Delhi","22,00,000 a year","3-5 years of experience in building scalable products, application architecture and design.Application architecture and design: 3 years (Required).",-99.0,Kotlin/Java stacks: 2 yearsApplication architecture and design: 3 yearsDeveloping/publishing Android apps: 1 year,1.0
Full stack developer,Busibud Solutions Private Ltd,"Chandigarh, Chandigarh","20,000 - 25,000 a month","We mainly use Javascript/jQuery for our frontend mainstay, so you would be required to gain proficiency on this as well.Although, this is not required.",-99.0,na,1.0
Zoho Software Developer,Techaffinity Consulting Pvt.Ltd.,"Bengaluru, Karnataka","3,00,000 - 6,00,000 a year",Work independently for a large portion of the work with ample guidance from the project leads and is also able to communicate effectively in an offline working…,-99.0,na,1.0
Game Developer,Comely Enterprise Private Limited,"Delhi, Delhi","2,00,000 - 4,00,000 a year",Candidate should be able to Implement game functionality as per the communicated design and Translate design specifications into a functional game.,-99.0,na,1.0
Software Engineer - FullStack/Nodejs/Reactjs,Wise Monk,"Gurgaon, Haryana",na,"Experience in developing web applications using at least one popular web-framework is a plus.Ultimately, the role of the Software Engineer is to build high…",-99.0,na,1.0
PHP Developer- Intermediate level,Masthead Technologies Pvt. Ltd.,"Noida, Uttar Pradesh","5,00,000 a year","Strong- hand to a create front-end using web technology and framework such as JavaScript libraries and frameworks, Web markup, including HTML5, CSS3, CSS5, JSON…",-99.0,Bachelor's,1.0
BI Developer,Gravity Consulting,"Bengaluru, Karnataka",na,"We are powered by our Innovation Lab, where we challenge established ways of addressing business complexity through business design, service design and product…",-99.0,na,1.0
MVC Developer,Agarwal Packers and Movers Ltd,"Delhi, Delhi","30,000 - 60,000 a month",Integration of the front-end and back-end aspects of web applications.Software development: 4 years (Preferred).Total work: 4 years (Preferred).,3.5,na,1.0
Software Engineer,Appfoster Innovations Pvt Ltd,"Noida, Uttar Pradesh","2,40,000 - 4,00,000 a year",Develop and implement new software programs.Test and maintain software products to ensure strong functionality and optimization.Must be a quick learner.,-99.0,na,1.0
Software Engineer- AXIOM/APPIAN,NatWest Group,"Bengaluru, Karnataka",na,"You’ll apply widely agreed software engineering principles and methodologies to design, develop, test and maintain applications and services to achieve the…",3.5,na,1.0
Solidity Developer,Lapits Technologies Pvt Ltd,"Noida, Uttar Pradesh","2,76,923 - 11,15,111 a year",Research on new ideas to create new possibilities for business.More than 1 year of experience in blockchain technology development.,-99.0,Total work: 1 yearBachelor's,1.0
.Net Developer,Infosys Limited,"Bengaluru, Karnataka",na,"As part of the Infosys Delivery team, you will work on implementing designs, developing high quality programs and systems, partnering with our clients to ensure…",3.9,na,1.0
Front End Developer,Housejoy,"Bengaluru, Karnataka","3,58,967 - 15,06,320 a year","Mentor other developers to promote software best-practices, technical guidance and help grow their software development skill sets.",4.4,Node.js: 1 yearJavascript: 1 yearHTML: 1 year,1.0
PHP Web Developer,Global Softwares,"Tiruppur, Tamil Nadu","20,000 - 30,000 a month",You should be experienced in developing web applications and APIs in JavaScript using frameworks and be comfortable with creating client applications.,2.3,na,1.0
AWS Developer,Infosys Limited,"Bengaluru, Karnataka",na,You will also contribute to unit-level and organizational initiatives with an objective of providing high quality value adding solutions to customers.,3.9,na,1.0
Software Developer,Full Stack Software Developer,"Gurgaon, Haryana","2,42,445 - 11,06,835 a year","Desired candidate must ha ve 1 to 5 years of total experience in Web Applications Development with good expertise in MEAN Stack (MongoDB,ExpressJS,AngularJS…",-99.0,na,1.0
Software Engineer,Indus Valley Partners,"Noida, Uttar Pradesh",na,"Work with developers to design and deliver modules.Can work independently to deliver high-quality deliverables.Troubleshoot, deploy, upgrade existing modules.",3.3,na,1.0
SOFTWARE QA ENGINEER,Rockwell Automation,"Pune, Maharashtra",na,"DESCRIPTIONDebugs software products through the use of systematic tests to develop, apply, and maintain quality standards for company products.",3.9,na,1.0
PHP Developer 1-3 year Experience,RSSC TECHNOLOGIES PRIVATE LIMITED,"Noida, Uttar Pradesh","12,000 - 25,000 a month","Understanding of programming concepts, software applications.Candidate must have experience between 1 - 3 year.Experience required 1-3 year.",-99.0,na,1.0
Business Object Developer,Larsen & Toubro Infotech Limited,India,na,Design and develop complex reports using SAP Business Object XI R3.Repoints from Legacy application to Snow Flake Database.,3.7,na,1.0
JUNIOR BACKEND DEVELOPER,Knowledge Excel Services.,"Delhi, Delhi",na,Degree in Computer Science or related field.A good knowledge of backend programming language PHP Core.Proficiency with HTML & CSS are good to have.,-99.0,na,1.0
Software Engineer (Developer),MySite,"Bengaluru, Karnataka","50,000 - 90,000 a month",We're looking for people to join us on the technical team geared towards developing Mobile applications.MySite is an upcoming B2B Mobile-first SaaS company in…,-99.0,Higher Secondary(12th Pass),1.0
Web Developer,RedRock DigiMark,"Kalkaji Devi, Delhi","9,000 - 10,000 a month",There will be an in-office interview after the review of the application 2.Creative and Learning Environment .Coordinating with the technology team .,-99.0,na,1.0
Software Developer,BRIWO Solutions Pvt Ltd,"Noida, Uttar Pradesh","4,00,000 - 10,00,000 a year",Exp. required- 3 to 8 Years.Total work: 3 years (Preferred).Maximo development: 3 years (Preferred).BRIWO is hiring Maximo developers for Contract/Full time…,-99.0,na,1.0
Software developer,EXPO,"Mumbai, Maharashtra",na,"The Company protects identities, transactions, communications, data and software licensing through a full spectrum of encryption technologies, including…",-99.0,na,1.0
Software Developer - Full Stack,Quantiphi,"Mumbai, Maharashtra",na,"You are required to work closely with business partners in defining requirements for system applications.Responsible for developing, enhancing, modifying and…",2.0,na,1.0
Content Developer,pioneer education media services,"Greater Noida, Uttar Pradesh","1,44,000 - 2,40,000 a year","We are keen on recruiting an individual who has experience in writing web and social content, thus translating a certain vision onto paper.",-99.0,na,1.0
Magento Developer,DMCS INDIA PRIVATE LIMITED,"Noida, Uttar Pradesh","20,000 - 40,000 a month",Developing Magento modules in PHP using best practices.Meeting with the design team to discuss the needs of the company.Coding of the Magento templates.,-99.0,na,1.0
Associate Software Analyst,IQVIA,"Bengaluru, Karnataka",na,"Code may be used in commercial or end-user applications, such as desktop applications, mobile apps, financial management, or HRIS products.",3.8,na,1.0
Software Developer,Sky niche technologies,"Kochi, Kerala","15,000 - 40,000 a month","Looking for experienced Software developers for a Well established software company.Knowledge of any technology like Java Script, J Query, MY SQL, HTML, Mongo…",-99.0,na,1.0
Software Developer,Sterison Technology Private Limited,"Nagercoil, Tamil Nadu","15,000 - 25,000 a month",Experience preffered: 3 to 4 Yrs.We have an excellent opportunity for the Web/Mobile/Hybrid Application Developer position (Locally available candidates…,-99.0,na,1.0
Software Developer,Korea Trade center,India,"23,000 a month",Experience - Semicondutor Equipment software development for more than 3 years.Job Description : Job Details (1200/3000)byte - Development of Semiconductor…,-99.0,na,1.0
Software Engineer,NatWest Markets,"Gurgaon, Haryana",na,"You’ll apply widely agreed software engineering principles and methodologies to design, develop, test and maintain applications and services to achieve the…",3.9,na,1.0
Front End Developer,Peppy Prints Private Limited,"Jaipur, Rajasthan","4,00,000 a year","You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining…",-99.0,na,1.0
Web Developer and seo developer,Ready Holo,"Delhi, Delhi","5,000 - 20,000 a month",3 years of: 1 year (Required).We are hiring an SEO & WEB Developer for our company.We are hiring For Seo & Web Developer For Our Company.,-99.0,3 years of: 1 yearWeb development and seo: 1 year,1.0
Angular Developer,Elpis Systems India Pvt Ltd,"Bengaluru, Karnataka","3,00,000 - 5,00,000 a year",We are looking for a minimum of 3 Years of Experienced Angular developer responsible for building Web applications.CTC : 3 L - 5 L.,-99.0,na,1.0
Digital Tagging Developer,NatWest Group,"Gurgaon, Haryana",na,"Excellent communication skills, including the ability to present in senior forums and influence business decisions and stakeholders through use of technical…",3.5,na,1.0
