Job_position,Company,requirements,rating,posting_frequency,avg_yearly_sal,work_category,net_experience,education_level,job_title,State,Cities,job_descr_len
software support engineer,innovative techhub private limited,cloud based environment aws google cloud platform window azure using tool relevant environment cloud formation chef,4.170000076293945,1,275000.0,0,2.8299999237060547,0,0,13,7,115
system administrator,wize enterprise,looking system administrator maintain upgrade manage software hardware network install configure software hardware,3.2799999713897705,4,300000.0,0,1.8700000047683716,0,0,25,1222,114
senior mi analyst,advance job private limited,proficiency m office tool excellent command pivot v look data handling excel formula extensive usage m excel date time function,3.430000066757202,2,540000.0,0,2.299999952316284,0,0,32,1,127
staffing business development manager,exellor software solution pvt ltd,meet target getting staffing requirement u customer working recruitment fill requirement sale training nice,3.619999885559082,17,500000.0,0,2.1700000762939453,0,0,10,2,107
node j developer,fitworked pvt ltd,software development year preferred currently work home due covid job type full time part time total work year preferred,4.559999942779541,1,630000.0,2,1.7699999809265137,0,0,26,63,120
c developer,abi technology,looking fresher good skill c c c able build application may range desktop application embedded,3.2200000286102295,1,240000.0,0,2.069999933242798,0,0,10,2,94
staff software engineer,indeed,year full stack software engineering experience strong architecture software design skill able build new product scratch,4.3,21,5120000.0,0,2.309999942779541,0,0,23,4,120
web designer developer,neo fitnes,developing skill expertise appropriate software programming language html javascript meeting client discus requirement,3.4000000953674316,2,330000.0,0,2.190000057220459,0,0,32,1,118
intern software engineering nlp ai,qwerty thought medium pvt ltd,apart building intuitive ui added challenge role support complex analytical chart image video handling client side,4.130000114440918,2,12000.0,0,2.430000066757202,0,0,7,47,114
python developer,bridgelabz pvt ltd,shall also involved developing project remote engineering technology space responsible grooming fresh talent technology,4.289999961853027,1,600000.0,1,1.25,0,0,38,1222,119
asp net mvc software engineer software developer,pcc softech pvt ltd,troubleshoot resolve issue existing software design code test window web software application developing web based application using asp,3.7,1,570000.0,0,1.8300000429153442,0,0,32,1,136
software engineer,anix inventive pvt ltd,year experience software development web software development year preferred expected start date net sql mysql server,4.03000020980835,1,312000.0,0,2.7300000190734863,0,0,32,1,117
software qa engineer,phitomas sdn bhd,software qa engineer charge test execution hand validation certification software readiness bring logical thinking creating detailed comprehensive well structured test plan test case estimating prioritizing planning coordinating quality testing activity design develop execute automation script using open source tool identify record document thoroughly track bug perform thorough regression testing bug resolved develop apply testing process new existing product meet client need liaise internal team e g developer product manager identify system requirementsmonitor debugging process result investigate cause non conforming software train user implement solution successful role need degree diploma computer science information system system engineering mathematics least year experience similar capacity knowledge php plus point excellent problem solving skill effective time management ability take ownership accountability initiative good command english oral written job type full time contractual temporarycontract length monthssalary per monthbenefits paid sick timepaid time offwork homeschedule monday fridaycovid consideration malaysian company remote working position work home education bachelor preferred experience manual testing year preferred qa qc year preferred,4.360000133514404,1,780000.0,2,2.0,1,0,38,1222,1280
reactjs developer,workstreet,responsible development new highly responsive web based user interface work collaborate rest engineering team,3.7200000286102295,2,462000.0,0,1.5700000524520874,0,0,38,1222,109
javascript developer,eccentric engine private limited,role position candidate worked core javascript team building custom framework hence looking passionate javascript front end developer responsible front end platform related duty developing design complicated application analyzing code responsibility fluency javascript jquery jq widget html cs demonstrated ability creating web application service apisthorough knowledge relational database design developmentthe primary focus developing user interface component implementing developing new user facing feature using jquery javascript react jspreferred knowledge react j workflow flux redux ensure component overall application robust easy maintain coordinate rest team working different layer infrastructure commitment collaborative problem solving sophisticated design quality product important building reusable component front end library future usedeploy client end encryption code protection translating design wireframes high quality codeoptimizing component maximum performance across vast array web capable device browsersexperience expressjs similar web application framework exposure e e restful apisfamiliarity ui component library material ui bootstrap light gui similar framework knowledge modern authorization mechanism json webtokenexperience common front end development tool babel webpack npm etc ability understand business requirement translate technical requirementsfamiliarity git github develop specification design complex application modifying maintaining complex existing applicationsexperience version control system gitexperience debugging across multiple web browsersrequirements candidate worked front end framework jquery j preferredcandidates must experience core javascript year experience core web fundamental html javascript jquery cs jquery based framework experience designing front end applicationsextensive knowledge understanding javascriptexperience javascript librariesshould experience front end componentsproficiency browser rendering behavior performanceexperience front end toolsexcellent verbal communication skillsgood interpersonal skillspreferred date joining immediate joiner preferred work remotelyyesjob type full time regular permanentsalary per yearbenefits health insuranceprovident fundwork homeschedule day shiftsupplemental pay performance bonusexperience core javascript year required,4.130000114440918,1,450000.0,2,4.0,0,0,13,0,2344
python developer,synergytop llc,python developer yr job description looking python web developer responsible managing interchange data server user primary focus development server side logic ensuring high performance responsiveness request front end also responsible integrating front end element built co worker application therefore basic understanding front end technology necessary well responsibility writing reusable testable efficient codedesign implementation low latency high availability performant applicationsintegration user facing element developed front end developer server side logicimplementation security data protectionintegration data storage solution may include database key value store blob store etc add responsibility relevant skill qualification expert python knowledge least one python web framework django flask etc depending technology stack familiarity orm object relational mapper librariesable integrate multiple data source database one systemunderstanding threading limitation python multi process architecturegood understanding server side templating language jinja mako etc depending technology stack basic understanding front end technology javascript html cs understanding accessibility security compliance depending specific project knowledge user authentication authorization multiple system server environmentsunderstanding fundamental design principle behind scalable applicationfamiliarity event driven programming pythonunderstanding difference multiple delivery platform mobile v desktop optimizing output match specific platformable create database schema represent support business processesstrong unit test debugging skillsproficient understanding code versioning tool git mercurial svn job type full time regular permanentsalary per monthschedule day shifteducation bachelor preferred experience python year preferred total work year preferred,4.179999828338623,1,240000.0,2,1.0,1,0,12,14,1861
software developer dot net,wave code logix pvt ltd,join u excellent career wave provide wonderful space express innovative ability expected start date,4.079999923706055,1,740000.0,0,2.0,0,0,22,5,99
intern information technology,art pvt ltd,support team maintaining hardware software system assist troubleshooting issue provide technical support,3.8399999141693115,1,205734.0,0,2.2100000381469727,0,0,7,25,104
html developer,professional manpower service,net javascript ruby rail b computer science related field proven working experience web programming cs cs year preferred,3.9100000858306885,2,450000.0,0,1.340000033378601,0,0,26,63,120
jr software developer,netpair infotech,expected start date developer work window desktop application using net developer work direct client understand,4.440000057220459,1,196524.0,0,1.0,1,0,6,1016,111
warehouse manager,k trading private limited,hand experience warehouse management software database proven work experience warehouse manager leadership skill ability manage staff,3.799999952316284,1,330000.0,0,3.0,0,0,32,1,133
trainee fresher,manheer singh proprietor bigboss decor,trainee software engineer work software application development designing fresher certified software programming certified apply,3.2100000381469727,2,250000.0,0,1.350000023841858,0,0,10,2,128
senior python developer django,invedus,software help data scientist financial organization deploy rule machine learning ai model need someone maintain,3.2100000381469727,1,990000.0,0,1.8700000047683716,0,0,26,63,111
software engineer programmer,tekskills india private limited,looking java developer sql looking java developer sql location hyderabad max ctc lpa notice period immediate,2.5,1,850000.0,0,1.7100000381469727,0,0,23,4,108
software developer,softmind infotech pvt ltd,good understanding html cs sas bootstrap front end design technology knowledge react j python web machine learning,3.6700000762939453,1,132000.0,0,1.649999976158142,1,0,26,63,114
technical support engineer u time shift,metric tree lab,looking technical support engineer provide enterprise level assistance client primary responsibility assist client,3.799999952316284,3,350000.0,0,3.8299999237060547,0,0,11,67,114
embedded software engineer,rf byte pvt,position embedded trainee engineerskills c c linux embedded system st controller similar r r modbus spi c communication exp year experience job type full timesalary per monthschedule morning shiftability commute relocate sakal nagar aundh pune maharashtra reliably commute planning relocate starting work preferred education bachelor preferred experience total work year required java year required,4.230000019073486,1,365160.0,2,2.0,1,0,13,7,398
full stack laravel application developer,gb international travel company,understanding common software design pattern application deadline expected start date good knowledge html cs bootstrap,4.340000152587891,21,390000.0,0,2.0,0,0,32,1,118
android developer ratna sagar pvt ltd delhi work,ratna sagar pvt ltd,preferable candidate personally architected implemented application available android marketplace android development year preferred,3.690000057220459,1,600000.0,0,3.109999895095825,1,0,32,1,132
android developer,appnexus technology pvt ltd,strong knowledge android ui design principle pattern best practice familiarity restful apis connect android application back end,3.7200000286102295,3,205830.0,0,1.5,0,0,26,63,128
reactjs developer,totalcloud inc,come develop new user feature providing great ux user software development year preferred total work year preferred,3.8299999237060547,1,700000.0,0,1.9800000190734863,0,0,10,2,115
full stack developer android angular java ee,smartechs,angular developer also apply need online work home full stack developer year android core java ee rest api development,3.7300000190734863,17,3801600.0,0,1.1399999856948853,0,0,13,7,118
intern software developer,indiafin technology ltd,job description looking software development intern help u coding fixing executing versioning existing code application,4.099999904632568,2,6500.0,0,1.8899999856948853,0,0,26,63,119
hiring php developer sector gurgaon,achievin solution,software development year required total work year required salary negotiable bar right candidate,3.7699999809265137,1,650000.0,0,3.0,0,0,7,47,97
software developer python flask,tranzol,writing reusable testable efficient code design implementation low latency high availability performant application,3.680000066757202,2,270000.0,0,1.5099999904632568,0,0,32,1,115
html developer,eclat engineering,work closely front end developer assist integrating html relevant basic knowledge angular added advantage,2.5799999237060547,2,540000.0,0,2.0,0,0,6,3,105
mean mern stack developer,digitalogy llc,must experience year hand experience manage node j mongo db angular react pay per month,3.819999933242798,1,287940.0,0,2.059999942779541,0,0,32,1,87
laravel developer year experience wfh,client agile people solution,coordinate co developer keep project manager well informed status development effort serf liaison development staff,4.119999885559082,1,720000.0,0,4.0,1,0,38,1222,115
software engineering manager,digitivy technology solution inc,digitivy technology solution inc www digitivy com atlanta ga usa based digital product innovation consulting firm digitivy amazon web service aws partner offer startup environment present challenging rewarding career growth platform seeking talented solution delivery manager join hyderabad hi tech city office india subsidiary digitivy software service india private limited responsibility dutiesthe software engineering manager serf key technical resource support custom technology solution delivery digitivy client engineering manager digitivy responsible following software development engineering management custom cloud solution developed digitivy using react j typescript javascript html cs java ai ml chatbots aws cloud platform code review solution architecture build release managementmanagement technical delivery team member qualification skill plus year hand software development experience web application mobile application software service saas year cloud native development using aws cloud platformmanagement experience leading technical delivery teamsstrong communication skill project management experienceexperience working north american client huge plusjob type full time regular permanentpay per yearbenefits paid sick timepaid time offschedule monday fridaysupplemental pay performance bonusexperience total work year preferred,4.110000133514404,1,1263028.0,2,1.0,0,0,23,4,1351
software developer,prakash label,design implementation development software management software project different size qualification b tech diploma,3.140000104904175,1,480000.0,0,1.7999999523162842,0,0,26,63,114
java developer,glorious insight pvt ltd,skill set java core java html cs excellent communication skill good team player compensation good hike basing last drawn ctc,4.329999923706055,1,240000.0,0,2.0,1,0,26,63,124
software developer,honeybill software,job requires good programming analytical skill database development year preferred android development year preferred,3.369999885559082,1,212922.0,0,1.090000033378601,0,0,22,85,117
unity game developer,infocom software pvt ltd,work developer devise customized solution difficult problem implement system game based design specification implement,3.740000009536743,1,600000.0,0,1.0,0,0,11,67,118
full stack developer,bluethink consulting pvt ltd,knowledge advanced workflow using webpack gulp module system understanding mvc design pattern ability build one page web app scratch,4.059999942779541,2,700000.0,0,1.0,0,0,26,63,132
php developer,oatery llp,ownership mindset self starter always striving deliver highest quality solution client ability,3.0,1,460176.0,0,2.0,0,0,38,1222,94
senior data scientist,webshar india pvt ltd,understanding machine learning operation research selecting feature building optimizing classifier using machine learning technique,4.269999980926514,1,1500000.0,0,3.0,1,0,13,7,131
net developer,bluparrot,total work year required establish trust client partner respect time provide fastest turnaround time client hire,3.799999952316284,1,742849.5,0,3.0,0,0,7,47,112
web developer,login design technology,translate detailed design architecture computer software application creation implementation web based application minimum year experience,3.619999885559082,1,300000.0,0,2.25,0,0,20,8,138
senior front end developer,k techno service pvt ltd,title senior frontend developer cs html javascript react j year exp minimum year relevant experience yr exp react j,3.2,58,750000.0,0,2.2300000190734863,0,2,27,6,115
fresher developer pre sale full time stipend offered,digital core lab,job responsibility develop working prototype using either java j bootstrap php python node j based input management team participate pre sale business development activity includes calling client pitching technical sale self motivated learn willing pick new skill like sap abap reactjs angular etc help would provided house previous work experience required plus education qualification either completed pursuing last semester btech comp science subject mca bca bsc skill proficiency atleast one coding language javascript java php c python must excellent english communication skill verbal written pre sale must knowledge full stack using technology plus previous project experience real time working prototype plus job type full time regular permanent volunteer internship freshercontract length monthssalary per monthbenefits leave encashmentpaid sick timework homeschedule flexible shiftability commute relocate phase market mohali punjab reliably commute planning relocate starting work required application question laptop willing use internship education bachelor required speak employer xxxxxxxxxxexpected start date,3.7300000190734863,1,84000.0,2,1.9800000190734863,1,0,19,265,1124
senior devops engineer,tech u go private limitedgreater,kubernetes experience installing configuring k cluster using standard operating procedure ideally codified git ops based workflow docker good understanding git version control experience public cloud azure iac ansible terraform cloudformation experience following ci cd tooling jenkins gitlab ci spinnaker familiarity bash python year bachelor technology b tech b e master computer application c,3.890000104904175,1,1550000.0,0,2.559999942779541,1,0,26,63,395
python developer,rwebsys technology pvt ltd,integrate user facing element application manage end end development process strong emphasis readability documentation,4.480000019073486,1,400000.0,0,2.0,0,0,26,63,118
oracle pl sql developer,nit solution india pvt ltd,able prototype conduct trial new technology software application developer work member development team primary,3.7899999618530273,1,629748.5,0,2.6500000953674316,0,0,7,47,111
business analyst,iskyalr technology,ideal candidate team player work team experience emerging technology industry standard knowledge understanding,4.210000038146973,1,309300.0,0,2.2699999809265137,0,0,20,8,110
sitecore developer,true data software pvt ltd,accountable understanding business objective translating application design transitioning application production providing,3.7200000286102295,1,1425600.0,0,3.0,0,0,38,1222,122
dot net developer,pathway creator,expertise experience using various design pattern singleton mvc mvp etc design build m net framework based web application apis coding,3.559999942779541,2,1100000.0,0,2.4700000286102295,0,0,10,2,134
software developer,workforce,develop software verification plan quality assurance procedure integrate software component fully functional software system,3.430000066757202,1,500000.0,0,1.6399999856948853,0,0,7,47,124
guidewire pc developer,incusol inc,looking guidewire developer position yr total experience yr policy center job type full time regular permanent,3.9800000190734863,1,609958.0,2,1.3600000143051147,0,0,10,2,110
manager,eca,information technology year preferred total work year preferred higher secondary th pas preferred,3.930000066757202,1,392358.0,0,1.6799999475479126,0,0,6,3,97
php developer,nextra online service pvt ltd,experience building web application using mvc framework laravel codeigniter must additionally good php developer collaborates several,4.179999828338623,1,420000.0,0,3.0,0,0,32,1,133
dot net developer,vijaya management service,candidate must make sure un interrupted fast speed internet connection home candidate notice period ready join,4.019999980926514,5,400000.0,0,2.25,0,0,13,7,110
project coordinator,webcastle medium pvt ltd,experience year experience php stack laravel wordpress coordinate manage task assignment employee temporarily due covid,3.7,1,330000.0,0,1.8700000047683716,0,0,11,67,119
reactjs developer,sheffield academy,contributing architecture design development build application using modern latest tool technology,4.070000171661377,1,950000.0,0,1.399999976158142,0,0,38,1222,98
android developer,ug info system pvt new,job responsibility development android application scratch ability take ownership drive initiative end end commitment problem solving designing responsiveness identification bug fixing writing clean efficient code android application provide task estimation deliver quality code time requirement minimum year hand experience android developmentproficient android sdk different version android deal different o version mobile device proficient java xml sdk android studio collection framework material design good sensibility ux ui sound knowledge syntax good knowledge android framework activity fragment related life cycle intent content provider etc camera different file type read write operation different android o version v v v v v v mobile device experience service asynctask thread experience restful apis parsing json model communicate backend service data passing handling another screen activity experience xml design ability handle app different screen size working experience local database management sql query writing sqllite database essential skill required android sdk java android usug info system full service mobile app web development solution provider based new delhi india presence singapore focus software project work client create digital system grow streamline business providing strong team proven process execute question please email career uginfosystems dot comapplication deadline job type full time regular permanentsalary per monthschedule monday fridaymorning shifteducation bachelor preferred experience android development year preferred total work year preferred work remotely temporarily due covid,3.7799999713897705,1,330000.0,2,2.0,1,0,32,1222,1637
full stack developer,bluebricks pvt ltd,year experience developing web software mobile application act technical leadership capacity mentoring junior engineer new team member,3.890000104904175,1,300000.0,0,1.6100000143051147,0,1,13,7,134
front end developer,r technology,experience react vue plus necessary front end development year preferred proficiency javascript must,4.019999980926514,1,165000.0,0,2.4700000286102295,0,0,26,30,100
ui developer,snaphunt pte ltd,providing code documentation input technical document client design development firm multiple award,3.7699999809265137,2,600000.0,0,2.2899999618530273,0,0,32,1,99
recruiter,hucon solution india private limited,managing end end recruitment life cycle proficient knowledge using different job portal social networking site good telephonic email etiquette,3.5,1,180000.0,0,3.569999933242798,0,0,23,4,142
data scientist immediate altimetrik,altimetrik india private limited,data scientist whoever perform data trend analysis anomaly detection fit please share resume detail current opportunity,4.0,1,1825000.0,0,2.1700000762939453,0,0,22,5,119
fresher android developer,gspl,android app developer work team talented engineer design build next generation mobile application,3.7,2,348000.0,0,1.0,1,0,32,1,97
senior web developer ui ux urgent hiring,relyit service pvt ltd,front end back end development using html bootstrap react angular html cs year required excellent experience required web development,4.039999961853027,1,360000.0,0,3.0,0,0,23,4,133
jr software engineer backend developer,ignite brain healthcare education solution llps,development languagesphpphp laravel frameworklaravel voyager framework database cachemysqlmongodbsqlserverknowledge caching mechanism like varnish memcached redis servergoogle app engineamazon servergoogle cloud storage serverknowledge others hosting serverknowledge offline server laragon lamp wamp version control system vcs gitlab githubknowledge get latest code update part code make change developer code without breaking thing working api rest soap knowledge web service api knowledge creation apiknowledge third party integration facebook google maligun payment gateway cdn knowledge api testing tool like postmanprepare flowchart algorithm project website application testing knowledge api testing tool like postman backend developer soft skillscommunicationmulti taskingmanages timeinquisitiveteam playereffective leaderpatientcreative mindsetattentive detailjob type full time regular permanentsalary per yearbenefits health insuranceschedule day shiftsupplemental pay performance bonuscovid consideration vaccinated people allowedexperience programming year preferred total work year preferred web development year preferred google cloud server year preferred application deadline expected start date,4.0,1,525000.0,2,2.0,0,0,13,0,1211
php developer,sc,software development year preferred experience year yii opencart shopify yo kart developer mvc angular j ajax jquery api payment gateway,4.289999961853027,1,300000.0,0,1.440000057220459,0,0,32,1,136
system administrator,vdoit inc,currently looking hire system administrator position focus supporting designing improving corporate server cloud,4.079999923706055,1,510000.0,0,2.819999933242798,0,0,7,47,112
front end developer,customersuccessbox,exceptional problem solver take responsible action ensuring application optimised technology delivering best user,3.759999990463257,2,270000.0,0,1.0,0,0,7,47,113
asp net developer,ongraph technology,required key skill oops concept net c mvc m sql server basic db concept writing complex sql query optimization sql query stored procedure web api web service entity framework knowledge html cs javascript jquery good knowledge cloud computing aws azure good knowledge devopsjob responsibility responsible build web window application client requirement maintaining existing application codebase include troubleshooting bug adding new feature technical documentation deployment communication client get requirement convert executable program unit testing soft skill excellent communication skill good logical problem solving skill able communicate actively participate client call understand requirement job type full time regular permanentsalary per monthschedule monday fridayeducation bachelor preferred experience net core year preferred,4.0,1,390714.0,2,1.0,1,0,26,63,839
technical recruiter,numi paris,write post technical job description perform pre screening call analyze applicant ability interview candidate combining various method e g,3.869999885559082,2,325000.0,0,1.7300000190734863,0,0,23,4,138
odoo developer,rovi innovation pvt ltd mall com,consistently create quality software meet specific design requirement stated timeline knowledge software development life cycle,3.4600000381469727,2,693932.5,0,1.5700000524520874,0,0,26,63,127
network administrator technical officer hardware design en,solitaire infotech solution,maintaining administering computer network related computing environment including system software application software hardware,2.7100000381469727,1,320000.0,0,2.0,0,0,22,152,128
junior software developer intern,shiash info solution private limited,hiring junior software developer intern role organization good understanding basic programming language motive learn something new,3.7,1,60000.0,0,1.3200000524520874,0,1,22,5,130
lead security compliance,ani call india private limited,develop implement monitor strategic comprehensive enterprise information security risk management program,3.549999952316284,50,1250000.0,0,2.0199999809265137,0,0,23,4,105
hr abap developer,infisage technology,use enterprise integration application tool design develop troubleshoot debug deploy integration application customer,3.4200000762939453,1,1250000.0,0,1.7300000190734863,0,0,10,2,117
software engineer,geoopsis software service private limited,experience understanding software system design tool language execute software development c java javascript selected language,2.9200000762939453,2,935489.5,0,2.0,0,0,10,2,126
software developer,compendious med work pvt,let take step towards digital environment cmw design code create build well collaborate new sense digital marketing technology emphasize professionalism also enhance performance let move forward take new challenge learn new thing looking passionate javascript developer responsible front end platform related duty developing design complicated application analyzing code javascript developer responsibility include optimizing application ensuring ui ux feasibility implementing api design architecture successful javascript developer understanding web markup expert knowledge javascript ultimately quality javascript developer able work fast paced environment implement complex design specification javascript developer responsibility building sustainable coding may used future ensuring feasibility ui ux design enhancing performance main front end website modifying design specification complex application analyzing code requirement system risk software reliability collaborating front end back end web developer javascript developer requirement degree computer science engineering mi related field extensive knowledge understanding javascript experience javascript library e g extjs backbone j angular j proficiency browser rendering behavior performance experience front end tool e g grunt gulp j sound understanding web markup html job type full timesalary per monthschedule day shiftexperience total work year required front end developer year required,3.799999952316284,1,390000.0,2,2.0,0,0,26,10,1459
software developer,mejora job education,job description software developer location kochi company type qualification graduate experience fresher experienced salary k k,3.609999895095825,1,168000.0,0,1.2999999523162842,3,0,11,1222,127
php developer month,montesino translation llc,looking developer capable developing high end web application using php sql able research implement new technology,3.6700000762939453,2,330000.0,0,1.9600000381469727,0,0,27,6,114
technician,bl harbert international,maintain documentation network layout equipment inventory local software detail maintenance check local vendor contact detail printer,3.0799999237060547,1,480000.0,0,2.7100000381469727,0,0,32,1,133
software developer,ai engineer,directing software programming documentation development must full stack developer understand concept software engineering,3.759999990463257,5,252000.0,0,1.1799999475479126,0,0,23,55,122
full stack developer,busibud solution private ltd,software complex prepared fast growing startup specializing automated training software one product,4.119999885559082,2,270000.0,0,2.4700000286102295,0,0,29,43,99
software engineer,r info technology,stay date current software development trend practice serf integral member software development team management team,3.9100000858306885,2,185000.0,0,1.690000057220459,0,0,26,63,116
software development engineer,shunya technology pvt ltd,year relevant building large scale application product bring attitude bias action self driven end end ownership,4.059999942779541,1,750000.0,0,4.0,1,0,26,63,111
intern software tester,patient bond india private limited,contract length month month ensuring project product application system work correctly error free temporarily due covid,4.190000057220459,2,180000.0,0,3.0799999237060547,0,0,19,265,119
backend software developer,gem,looking experienced software developer gem precare platform learn see live video visit www gembo comid level softwarerole title report tech leaddeveloper server backend date managed service level immediate departmentrequisition technical itoffshore role type location anywhere experience yr permanent globally permanent c hsoftware developer required skilled self driven high work ethic aspiration pristine integrity join growing team lead cutting edge platform selected individual share time backend development scripting dev ops key accountability year experience application server side design year python scripting coding year experience application server side testing year test experience either support role application qa assistance year experience deployment production automation around deployment deployment task management year experience leading others complete task delivering project job requirement yr combined technical experience development andadministration dev ops strong knowledge agile framework software engineering process must programming language method test development support algorithm data structure development experience nodejs configuration well apache server lamp configurationusing scripting language process data using python shellscripting experience api integration html cs javascriptexperience working global team located u india otherremote location flexible hour object oriented programming concept large scale software architecture networking distributed system unix linux environment ability manage version control using svn git develop application linux serverexperience developing maintaining supporting computer program requiring high level programming language knowledge experience adding new functionality existing computer system design develop new system creating architecture creating system flow diagram flowchart using object oriented programming language client server application development process multimedia internet technologyexperience least one cloud platform like aws google cloud azure aws preferredexperience leat relational database technology mysql oracle databasebreak year experience development year experience administration development operation installation configuration administration support feature addition enterprise grade software technical background o intermediate advanced linux window server node j server development configuration secure environment like tl ssl configuration ldapintegration least one queuing technology experience example kafka mqtt basic networking knowledgeat least two database technology advanced level least one programing language intermediary one advanced example java script least one scripting language intermediary example python shell scripting data modeling skill xml json knowledge working experiencesql ansi skill data science experience one ml ai framework good least one scala python java experience big data developmentcontext skill desired demonstrated experience managing risk escalation timely mitigation service level well account level experience design support application data warehouse data integrationsystems big data lake b b system integration e commerce least one demonstrated experience continuous improvement using automation quality improvement process improvement csat score managed service ticketingexperience basic ci cd pipeline jenkins gorilla stack aws aliketechnical background working ticketing system helpdesk zendesk hand administration skill least one big data distribution desired configuration http service ca certificate front end ui react angular experience excellent written spoken communication skill excellent analytical skill identify present issue resolve requirement future must willing travel internationally short duration experience onsite offshore environment international client culture stakeholder work remotelyyesjob type full time regular permanentpay per monthbenefits flexible schedulehealth insurancelife insurancepaid sick timepaid time offwork homeschedule monday fridaysupplemental pay performance bonuscovid consideration yes customer required wear maskseducation bachelor preferred experience node j year required python year required sql year required apache year preferred linux year preferred github year preferred google cloud platform year preferred language fluent english required,3.5799999237060547,1,1260000.0,2,2.0,1,0,38,1222,4360
technical support executive,shellsquare software llp,graduate minimum year experience technical support preferably computer science graduate strong communication skill ability remain calm,3.8499999046325684,1,270000.0,0,1.5499999523162842,3,0,11,57,134
associate software engineer,muziris softech pvt ltd,total work year required,4.079999923706055,2,360000.0,0,1.0,1,0,11,67,24
node j developer,jyogi technology pvt ltd,vast experience developing scalable microservices using nodejs using best engineering practice knowledge bpm tool like camunda api gateway iam,3.8499999046325684,1,750000.0,0,1.9600000381469727,0,0,32,1,142
jr software developer,new way infotech pvt,key responsibility deliver technology solution critical day day operation continued growth businessparticipate requirement gathering session business usersdocument requirement new feature data capture process function report trainingfunctional system knowledgecrm customization assisting crm implementationscripting configuring zoho crm creator desk zoho appswriting custom function basic integration testing implementing extension custom function zoho crm creator zoho appsconfiguring apis integration various system zohotesting creation screen functionality ui zoho creator analyze impact change previously implemented releasesunderstand system integration dependenciesanalyze impact change system integrationsprocess mapping workflow creationexperience required experience coding tech environment perkeducational qualification bachelor degree technology related field preferredbca mcajob type full time regular permanent freshersalary per yearschedule day shiftexpected start date,4.050000190734863,1,120000.0,2,1.5700000524520874,1,0,26,11,983
software engineer manager,coddict,introduction coddict international digital marketing company specialized saas e commerce business professional team composed,3.299999952316284,109,2640000.0,0,2.359999895095825,0,0,38,1222,124
software development internship,udgama software system private limited,full stack software development working web mobile web progressive web apps conducting seminar workshop meetups,3.809999942779541,1,120000.0,0,1.899999976158142,0,0,13,15,111
website developer,aask digital,know html cs javascript php relevant web design coding language create test application website stay date technology,3.2300000190734863,1,150000.0,0,1.5700000524520874,1,0,7,47,116
u sale recruiter,alliance global tech inc,pay per month location hi tech city hyderabad india looking u technical recruiter support staff,3.559999942779541,45,390000.0,0,1.7599999904632568,0,0,23,4,95
ui developer,techmango technology,year exp candidate html cs javascript angular salary per year total work year preferred,3.9800000190734863,1,398614.5,0,2.430000066757202,0,0,22,41,87
sr sdet engineer,minebrat pvt ltd,activity task within agile software development method adhering experience working aws managed service temporarily due covid,3.8399999141693115,8,870680.0,0,1.649999976158142,0,0,10,2,124
software engineer,multirecruit,contribute stage development right system architecture low level design database design setting deployment infra process,3.5,1,800000.0,0,2.0999999046325684,0,0,32,1,120
senior software engineer,cila lab,knowledge common design pattern application cila lab exciting place work constantly working innovative product idea,4.650000095367432,1,750000.0,0,3.0,0,0,38,1222,115
wordpress developer,ampexcel technology,candidate showing experience must solid proof previous organization offer letter relieving letter experience letter last month,4.099999904632568,3,180000.0,0,2.2200000286102295,0,0,32,1,126
software developer,lateshipment com,software developer specialized either java phpjob type full time regular permanentsalary per monthschedule monday fridayeducation bachelor preferred,3.5999999046325684,1,360000.0,2,1.659999966621399,1,0,22,5,148
angular developer fresher,stealth technocrat pvt,skill required proven experience angular developershould work experience latest version angular knowledge typescript oops concept good understanding htlm cs sc cs frameworkshould capable translating design provided html cs able revise debug update refactor codeshould able understand software lifecycle determine change needed per feedback observation testing professional good knowledge latest tool technology enhance feature performance application knowledge nodejs plusjob type full timesalary per monthschedule day shiftability commute relocate mohali punjab reliably commute planning relocate starting work preferred education bachelor preferred speak employer xxxxxxxxxx,3.990000009536743,1,240000.0,2,2.059999942779541,1,0,19,265,676
wordpress developer,infoniz technology pvt ltd,looking hire skilled wordpress developer design implement attractive functional website client total work year preferred,3.799999952316284,1,360000.0,0,1.7899999618530273,0,0,11,67,120
junior software developer,siliconrinfotech,year year preferred year year preferred,4.460000038146973,1,360000.0,0,1.9500000476837158,0,0,0,1016,39
django developer well funded travel startup,travclan,sound object oriented skill including strong design pattern knowledge develop integrated software solution entire travclan platform writing good,3.619999885559082,1,1250000.0,0,2.0,0,0,32,1,144
react native developer,anmol india ltd,anmol india ltd bse listed company one biggest trading house india anmol india management rolling tech arm,3.7300000190734863,6,450000.0,0,3.0199999809265137,0,0,38,1222,106
software developer,sterison technology private limited,experience preffered yr excellent opportunity web mobile hybrid application developer position locally available candidate,3.8299999237060547,1,240000.0,0,1.840000033378601,0,0,22,152,122
reactjs developer,rtex hr service pvt ltd,developing new user facing feature using react j software development year required building reusable component front end library,4.079999923706055,2,1080000.0,0,4.0,0,0,38,1222,129
